Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP2,17/08/2019,17:00,Lugo,Extremadura UD,0,0,D
SP2,17/08/2019,17:00,Santander,Malaga,0,1,A
SP2,17/08/2019,18:00,Almeria,Albacete,3,0,H
SP2,17/08/2019,19:00,Elche,Fuenlabrada,0,2,A
SP2,17/08/2019,20:00,Vallecano,Mirandes,2,2,D
SP2,17/08/2019,20:00,Zaragoza,Tenerife,2,0,H
SP2,18/08/2019,17:00,La Coruna,Oviedo,3,2,H
SP2,18/08/2019,17:00,Numancia,Alcorcon,0,1,A
SP2,18/08/2019,17:30,Girona,Sp Gijon,1,1,D
SP2,18/08/2019,19:00,Cadiz,Ponferradina,3,1,H
SP2,18/08/2019,19:00,Las Palmas,Huesca,0,1,A
SP2,23/08/2019,21:00,Albacete,Girona,1,0,H
SP2,24/08/2019,17:00,Oviedo,Lugo,1,1,D
SP2,24/08/2019,17:00,Santander,Almeria,1,1,D
SP2,24/08/2019,18:00,Mirandes,Cadiz,1,2,A
SP2,24/08/2019,19:00,Alcorcon,Elche,1,2,A
SP2,24/08/2019,20:00,Malaga,Las Palmas,1,1,D
SP2,25/08/2019,17:00,Ponferradina,Zaragoza,1,1,D
SP2,25/08/2019,17:00,Sp Gijon,Vallecano,1,1,D
SP2,25/08/2019,18:00,Huesca,La Coruna,3,1,H
SP2,25/08/2019,19:00,Tenerife,Numancia,3,2,H
SP2,25/08/2019,20:00,Extremadura UD,Fuenlabrada,1,2,A
SP2,30/08/2019,20:00,Zaragoza,Elche,1,0,H
SP2,31/08/2019,17:00,Fuenlabrada,Oviedo,2,1,H
SP2,31/08/2019,17:00,Numancia,Mirandes,2,0,H
SP2,31/08/2019,19:00,Almeria,Huesca,1,0,H
SP2,31/08/2019,20:00,Las Palmas,Santander,2,2,D
SP2,01/09/2019,17:00,Lugo,Alcorcon,2,4,A
SP2,01/09/2019,17:00,Sp Gijon,Albacete,2,0,H
SP2,01/09/2019,17:00,Vallecano,La Coruna,3,1,H
SP2,01/09/2019,18:00,Girona,Malaga,1,0,H
SP2,01/09/2019,19:00,Ponferradina,Tenerife,4,0,H
SP2,01/09/2019,20:00,Cadiz,Extremadura UD,2,1,H
SP2,06/09/2019,20:00,Santander,Cadiz,1,2,A
SP2,07/09/2019,15:00,La Coruna,Albacete,0,1,A
SP2,07/09/2019,17:00,Malaga,Almeria,0,1,A
SP2,07/09/2019,19:00,Extremadura UD,Numancia,0,0,D
SP2,07/09/2019,19:00,Fuenlabrada,Ponferradina,1,1,D
SP2,07/09/2019,20:00,Tenerife,Las Palmas,0,0,D
SP2,08/09/2019,11:00,Huesca,Sp Gijon,1,0,H
SP2,08/09/2019,15:00,Girona,Vallecano,3,1,H
SP2,08/09/2019,17:00,Elche,Lugo,1,1,D
SP2,08/09/2019,17:00,Mirandes,Oviedo,2,1,H
SP2,08/09/2019,17:30,Alcorcon,Zaragoza,0,3,A
SP2,13/09/2019,20:00,Vallecano,Santander,2,0,H
SP2,14/09/2019,15:00,Mirandes,Malaga,1,1,D
SP2,14/09/2019,15:00,Numancia,Huesca,1,0,H
SP2,14/09/2019,17:30,Las Palmas,Almeria,0,3,A
SP2,14/09/2019,19:30,Cadiz,Girona,2,0,H
SP2,14/09/2019,19:30,Ponferradina,Alcorcon,1,1,D
SP2,15/09/2019,11:00,Albacete,Tenerife,0,4,A
SP2,15/09/2019,15:00,Oviedo,Elche,0,2,A
SP2,15/09/2019,17:00,Zaragoza,Extremadura UD,3,1,H
SP2,15/09/2019,19:00,Lugo,Fuenlabrada,2,0,H
SP2,15/09/2019,20:00,Sp Gijon,La Coruna,1,1,D
SP2,17/09/2019,18:00,Almeria,Girona,3,1,H
SP2,17/09/2019,18:00,Malaga,Vallecano,1,1,D
SP2,17/09/2019,18:00,Santander,Mirandes,4,0,H
SP2,17/09/2019,20:00,Alcorcon,Cadiz,3,0,H
SP2,18/09/2019,18:00,Huesca,Albacete,0,1,A
SP2,18/09/2019,18:00,Lugo,Ponferradina,2,2,D
SP2,18/09/2019,20:00,La Coruna,Numancia,3,3,D
SP2,19/09/2019,18:00,Elche,Tenerife,1,1,D
SP2,19/09/2019,18:00,Oviedo,Extremadura UD,1,1,D
SP2,19/09/2019,21:00,Las Palmas,Sp Gijon,1,0,H
SP2,20/09/2019,20:00,Mirandes,Alcorcon,2,2,D
SP2,21/09/2019,15:00,Cadiz,La Coruna,0,0,D
SP2,21/09/2019,17:00,Zaragoza,Lugo,0,0,D
SP2,21/09/2019,19:00,Vallecano,Almeria,1,1,D
SP2,21/09/2019,19:30,Albacete,Malaga,1,0,H
SP2,22/09/2019,11:00,Ponferradina,Oviedo,2,1,H
SP2,22/09/2019,15:00,Girona,Las Palmas,1,0,H
SP2,22/09/2019,17:00,Numancia,Elche,1,1,D
SP2,22/09/2019,17:00,Sp Gijon,Santander,1,1,D
SP2,22/09/2019,19:00,Extremadura UD,Huesca,0,1,A
SP2,22/09/2019,19:00,Tenerife,Fuenlabrada,0,1,A
SP2,27/09/2019,20:00,Las Palmas,Albacete,3,2,H
SP2,28/09/2019,15:00,Fuenlabrada,Vallecano,2,2,D
SP2,28/09/2019,17:00,Alcorcon,Extremadura UD,0,2,A
SP2,28/09/2019,17:00,Huesca,Girona,1,0,H
SP2,28/09/2019,19:00,Elche,Ponferradina,1,0,H
SP2,28/09/2019,19:00,Santander,Numancia,0,0,D
SP2,29/09/2019,11:00,Malaga,Sp Gijon,0,0,D
SP2,29/09/2019,15:00,Almeria,Cadiz,1,2,A
SP2,29/09/2019,17:30,Oviedo,Zaragoza,2,2,D
SP2,29/09/2019,20:00,La Coruna,Mirandes,1,1,D
SP2,29/09/2019,20:00,Lugo,Tenerife,1,4,A
SP2,01/10/2019,18:00,Albacete,Santander,0,0,D
SP2,01/10/2019,18:00,Extremadura UD,Elche,2,0,H
SP2,01/10/2019,18:00,Numancia,Fuenlabrada,1,0,H
SP2,01/10/2019,20:00,Vallecano,Alcorcon,1,1,D
SP2,02/10/2019,18:00,Cadiz,Huesca,1,0,H
SP2,02/10/2019,18:00,Mirandes,Lugo,1,1,D
SP2,02/10/2019,20:00,Ponferradina,Las Palmas,0,2,A
SP2,02/10/2019,20:00,Tenerife,Oviedo,0,1,A
SP2,03/10/2019,18:00,Sp Gijon,Almeria,4,2,H
SP2,03/10/2019,18:00,Zaragoza,Malaga,2,2,D
SP2,03/10/2019,20:00,Girona,La Coruna,3,1,H
SP2,04/10/2019,20:00,Alcorcon,Albacete,0,1,A
SP2,05/10/2019,15:00,Lugo,Las Palmas,0,2,A
SP2,05/10/2019,17:00,Elche,Vallecano,1,1,D
SP2,05/10/2019,19:00,Ponferradina,Mirandes,2,0,H
SP2,05/10/2019,19:30,Tenerife,Extremadura UD,1,2,A
SP2,06/10/2019,11:00,Fuenlabrada,Sp Gijon,2,0,H
SP2,06/10/2019,15:00,Oviedo,Numancia,1,1,D
SP2,06/10/2019,15:00,Zaragoza,Cadiz,0,2,A
SP2,06/10/2019,17:30,La Coruna,Almeria,0,0,D
SP2,06/10/2019,19:00,Huesca,Malaga,2,0,H
SP2,06/10/2019,19:30,Santander,Girona,0,3,A
SP2,11/10/2019,20:00,Vallecano,Tenerife,2,1,H
SP2,12/10/2019,11:00,Girona,Elche,0,2,A
SP2,12/10/2019,15:00,Almeria,Lugo,0,0,D
SP2,12/10/2019,15:00,Sp Gijon,Alcorcon,1,3,A
SP2,12/10/2019,17:00,Extremadura UD,Ponferradina,1,1,D
SP2,12/10/2019,17:00,Malaga,Cadiz,1,2,A
SP2,13/10/2019,11:00,Mirandes,Fuenlabrada,2,1,H
SP2,13/10/2019,15:00,Numancia,Zaragoza,0,1,A
SP2,13/10/2019,17:00,Albacete,Oviedo,1,2,A
SP2,13/10/2019,17:00,Huesca,Santander,1,1,D
SP2,13/10/2019,20:00,Las Palmas,La Coruna,3,0,H
SP2,16/10/2019,20:00,Fuenlabrada,Zaragoza,2,1,H
SP2,18/10/2019,20:00,Cadiz,Las Palmas,2,0,H
SP2,19/10/2019,15:00,Alcorcon,Almeria,2,2,D
SP2,19/10/2019,15:00,Ponferradina,Numancia,1,1,D
SP2,19/10/2019,17:00,Elche,Sp Gijon,0,1,A
SP2,19/10/2019,17:00,Lugo,Huesca,3,2,H
SP2,19/10/2019,19:00,Extremadura UD,Vallecano,0,3,A
SP2,20/10/2019,11:00,Fuenlabrada,Albacete,0,1,A
SP2,20/10/2019,15:00,La Coruna,Malaga,0,2,A
SP2,20/10/2019,17:00,Oviedo,Girona,4,2,H
SP2,20/10/2019,17:00,Tenerife,Santander,3,3,D
SP2,20/10/2019,20:00,Zaragoza,Mirandes,1,2,A
SP2,25/10/2019,20:00,Albacete,Cadiz,1,0,H
SP2,26/10/2019,15:00,Vallecano,Ponferradina,1,3,A
SP2,26/10/2019,17:00,Mirandes,Tenerife,0,0,D
SP2,26/10/2019,17:00,Santander,La Coruna,1,1,D
SP2,26/10/2019,19:00,Malaga,Oviedo,2,1,H
SP2,26/10/2019,19:00,Numancia,Lugo,3,1,H
SP2,27/10/2019,11:00,Girona,Alcorcon,0,0,D
SP2,27/10/2019,15:00,Sp Gijon,Zaragoza,4,0,H
SP2,27/10/2019,17:00,Huesca,Elche,2,0,H
SP2,27/10/2019,17:00,Las Palmas,Fuenlabrada,1,3,A
SP2,27/10/2019,20:00,Almeria,Extremadura UD,3,2,H
SP2,01/11/2019,11:00,Numancia,Albacete,1,0,H
SP2,01/11/2019,15:00,Cadiz,Sp Gijon,3,1,H
SP2,01/11/2019,17:30,Ponferradina,Malaga,1,0,H
SP2,01/11/2019,20:00,Oviedo,Almeria,0,0,D
SP2,02/11/2019,15:00,Fuenlabrada,La Coruna,1,1,D
SP2,02/11/2019,17:00,Alcorcon,Santander,1,0,H
SP2,02/11/2019,19:00,Tenerife,Huesca,0,0,D
SP2,03/11/2019,11:00,Extremadura UD,Girona,1,3,A
SP2,03/11/2019,15:00,Lugo,Vallecano,1,0,H
SP2,03/11/2019,17:30,Zaragoza,Las Palmas,3,0,H
SP2,03/11/2019,19:00,Elche,Mirandes,4,2,H
SP2,08/11/2019,20:00,Girona,Tenerife,1,0,H
SP2,09/11/2019,15:00,Huesca,Oviedo,3,1,H
SP2,09/11/2019,15:00,Mirandes,Extremadura UD,2,0,H
SP2,09/11/2019,17:00,Albacete,Lugo,0,1,A
SP2,09/11/2019,17:00,Sp Gijon,Numancia,0,1,A
SP2,09/11/2019,19:00,Las Palmas,Alcorcon,1,1,D
SP2,10/11/2019,11:00,La Coruna,Elche,1,3,A
SP2,10/11/2019,15:00,Almeria,Zaragoza,1,1,D
SP2,10/11/2019,17:00,Malaga,Fuenlabrada,0,0,D
SP2,10/11/2019,17:00,Santander,Ponferradina,2,2,D
SP2,10/11/2019,20:00,Vallecano,Cadiz,1,1,D
SP2,16/11/2019,12:00,Fuenlabrada,Huesca,3,2,H
SP2,16/11/2019,15:00,Extremadura UD,La Coruna,2,0,H
SP2,16/11/2019,17:30,Elche,Almeria,1,1,D
SP2,16/11/2019,17:30,Numancia,Vallecano,2,2,D
SP2,16/11/2019,20:00,Zaragoza,Albacete,0,1,A
SP2,17/11/2019,11:00,Ponferradina,Girona,1,1,D
SP2,17/11/2019,13:00,Alcorcon,Malaga,1,0,H
SP2,17/11/2019,15:00,Oviedo,Sp Gijon,0,0,D
SP2,17/11/2019,17:30,Lugo,Santander,1,1,D
SP2,17/11/2019,17:30,Mirandes,Las Palmas,2,1,H
SP2,17/11/2019,20:00,Tenerife,Cadiz,1,1,D
SP2,22/11/2019,20:00,Sp Gijon,Tenerife,0,2,A
SP2,23/11/2019,15:00,Vallecano,Zaragoza,0,1,A
SP2,23/11/2019,17:00,La Coruna,Alcorcon,0,0,D
SP2,23/11/2019,17:00,Santander,Extremadura UD,3,0,H
SP2,23/11/2019,19:00,Huesca,Ponferradina,2,0,H
SP2,24/11/2019,11:00,Almeria,Numancia,2,0,H
SP2,24/11/2019,15:00,Albacete,Mirandes,1,2,A
SP2,24/11/2019,15:00,Malaga,Elche,3,3,D
SP2,24/11/2019,17:00,Girona,Fuenlabrada,2,0,H
SP2,24/11/2019,17:00,Las Palmas,Oviedo,3,1,H
SP2,24/11/2019,20:00,Cadiz,Lugo,2,1,H
