Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
SP2,19/08/16,Almeria,Cadiz,1,1,D,0
SP2,19/08/16,Mirandes,Getafe,1,1,D,0
SP2,20/08/16,Alcorcon,Huesca,0,0,D,0
SP2,20/08/16,Cordoba,Tenerife,1,0,H,1
SP2,20/08/16,Elche,Vallecano,2,1,H,2
SP2,20/08/16,Mallorca,Reus Deportiu,0,1,A,0
SP2,21/08/16,Gimnastic,Lugo,2,2,D,0
SP2,21/08/16,Numancia,Levante,0,1,A,0
SP2,21/08/16,Sevilla B,Girona,3,3,D,1
SP2,21/08/16,Valladolid,Oviedo,1,0,H,1
SP2,22/08/16,Zaragoza,UCAM Murcia,3,1,H,3
SP2,26/08/16,Getafe,Numancia,0,0,D,0
SP2,26/08/16,Tenerife,Sevilla B,1,1,D,0
SP2,27/08/16,Girona,Elche,3,1,H,2
SP2,27/08/16,Lugo,Zaragoza,3,3,D,1
SP2,27/08/16,Oviedo,Almeria,2,0,H,0
SP2,27/08/16,Reus Deportiu,Mirandes,1,1,D,1
SP2,28/08/16,Cadiz,Mallorca,1,1,D,1
SP2,28/08/16,Huesca,Gimnastic,1,1,D,0
SP2,28/08/16,Levante,Alcorcon,2,0,H,2
SP2,28/08/16,UCAM Murcia,Cordoba,1,1,D,0
SP2,28/08/16,Vallecano,Valladolid,0,0,D,0
SP2,02/09/16,Cordoba,Lugo,3,3,D,1
SP2,02/09/16,Sevilla B,UCAM Murcia,1,1,D,0
SP2,03/09/16,Almeria,Vallecano,3,0,H,2
SP2,03/09/16,Elche,Tenerife,3,1,H,1
SP2,03/09/16,Getafe,Reus Deportiu,1,1,D,0
SP2,03/09/16,Mirandes,Cadiz,3,2,H,0
SP2,03/09/16,Valladolid,Girona,2,1,H,2
SP2,04/09/16,Gimnastic,Levante,1,1,D,0
SP2,04/09/16,Mallorca,Oviedo,0,0,D,0
SP2,04/09/16,Numancia,Alcorcon,1,1,D,1
SP2,04/09/16,Zaragoza,Huesca,1,0,H,0
SP2,10/09/16,Levante,Zaragoza,4,2,H,3
SP2,10/09/16,Lugo,Sevilla B,1,0,H,0
SP2,10/09/16,Reus Deportiu,Numancia,1,1,D,0
SP2,10/09/16,Tenerife,Valladolid,1,0,H,1
SP2,11/09/16,Alcorcon,Gimnastic,1,0,H,0
SP2,11/09/16,Cadiz,Getafe,3,0,H,1
SP2,11/09/16,Girona,Almeria,3,3,D,2
SP2,11/09/16,Huesca,Cordoba,3,0,H,2
SP2,11/09/16,Oviedo,Mirandes,0,0,D,0
SP2,11/09/16,UCAM Murcia,Elche,1,1,D,0
SP2,11/09/16,Vallecano,Mallorca,1,0,H,0
SP2,17/09/16,Cordoba,Levante,1,0,H,1
SP2,17/09/16,Elche,Lugo,0,3,A,0
SP2,17/09/16,Numancia,Gimnastic,1,0,H,1
SP2,17/09/16,Reus Deportiu,Cadiz,1,0,H,0
SP2,17/09/16,Valladolid,UCAM Murcia,0,1,A,0
SP2,17/09/16,Zaragoza,Alcorcon,2,0,H,1
SP2,18/09/16,Almeria,Tenerife,0,1,A,0
SP2,18/09/16,Getafe,Oviedo,2,1,H,0
SP2,18/09/16,Mallorca,Girona,1,0,H,1
SP2,18/09/16,Mirandes,Vallecano,2,1,H,1
SP2,18/09/16,Sevilla B,Huesca,2,0,H,0
SP2,20/09/16,Alcorcon,Cordoba,0,1,A,0
SP2,20/09/16,Cadiz,Numancia,1,0,H,0
SP2,20/09/16,Gimnastic,Zaragoza,0,0,D,0
SP2,20/09/16,Lugo,Valladolid,1,0,H,1
SP2,21/09/16,Huesca,Elche,0,3,A,0
SP2,21/09/16,Levante,Sevilla B,1,0,H,0
SP2,21/09/16,UCAM Murcia,Almeria,4,0,H,1
SP2,22/09/16,Girona,Mirandes,1,1,D,0
SP2,22/09/16,Oviedo,Reus Deportiu,0,1,A,0
SP2,22/09/16,Tenerife,Mallorca,0,0,D,0
SP2,22/09/16,Vallecano,Getafe,2,0,H,1
SP2,24/09/16,Almeria,Lugo,0,0,D,0
SP2,24/09/16,Cordoba,Gimnastic,2,0,H,1
SP2,24/09/16,Elche,Levante,0,1,A,0
SP2,24/09/16,Sevilla B,Alcorcon,1,1,D,1
SP2,24/09/16,Valladolid,Huesca,1,2,A,0
SP2,25/09/16,Cadiz,Oviedo,0,2,A,0
SP2,25/09/16,Getafe,Girona,0,2,A,0
SP2,25/09/16,Mallorca,UCAM Murcia,0,0,D,0
