Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP2,12/09/2020,15:00,Ponferradina,Castellon,1,2,A
SP2,12/09/2020,17:15,Leganes,Las Palmas,1,0,H
SP2,12/09/2020,17:15,Sp Gijon,Logrones,1,0,H
SP2,12/09/2020,20:00,Espanol,Albacete,3,0,H
SP2,13/09/2020,11:00,Oviedo,Cartagena,0,0,D
SP2,13/09/2020,15:00,Mallorca,Vallecano,0,1,A
SP2,13/09/2020,17:15,Fuenlabrada,Lugo,2,0,H
SP2,13/09/2020,17:15,Mirandes,Alcorcon,0,0,D
SP2,13/09/2020,20:00,Tenerife,Malaga,2,0,H
SP2,19/09/2020,15:00,Mirandes,Oviedo,1,1,D
SP2,19/09/2020,17:15,Alcorcon,Tenerife,2,0,H
SP2,19/09/2020,17:15,Castellon,Malaga,0,1,A
SP2,19/09/2020,20:00,Vallecano,Sabadell,2,1,H
SP2,20/09/2020,11:00,Lugo,Leganes,2,1,H
SP2,20/09/2020,15:00,Espanol,Mallorca,0,0,D
SP2,20/09/2020,17:15,Albacete,Ponferradina,0,2,A
SP2,20/09/2020,17:15,Cartagena,Sp Gijon,0,1,A
SP2,20/09/2020,19:30,Las Palmas,Fuenlabrada,3,3,D
SP2,26/09/2020,15:00,Zaragoza,Las Palmas,2,2,D
SP2,26/09/2020,17:15,Logrones,Castellon,1,1,D
SP2,26/09/2020,17:15,Malaga,Alcorcon,1,0,H
SP2,26/09/2020,17:15,Sp Gijon,Girona,2,0,H
SP2,26/09/2020,19:30,Fuenlabrada,Albacete,1,0,H
SP2,27/09/2020,11:00,Lugo,Almeria,0,2,A
SP2,27/09/2020,15:00,Mallorca,Sabadell,1,0,H
SP2,27/09/2020,17:15,Oviedo,Espanol,0,2,A
SP2,27/09/2020,17:15,Ponferradina,Vallecano,3,0,H
SP2,27/09/2020,17:15,Tenerife,Mirandes,1,2,A
SP2,27/09/2020,19:30,Leganes,Cartagena,3,1,H
SP2,03/10/2020,15:00,Alcorcon,Zaragoza,0,0,D
SP2,03/10/2020,15:00,Mirandes,Ponferradina,0,1,A
SP2,03/10/2020,17:15,Albacete,Oviedo,1,1,D
SP2,03/10/2020,17:15,Mallorca,Tenerife,2,0,H
SP2,03/10/2020,19:30,Las Palmas,Logrones,2,1,H
SP2,03/10/2020,20:00,Vallecano,Malaga,4,0,H
SP2,04/10/2020,11:00,Girona,Fuenlabrada,0,1,A
SP2,04/10/2020,15:00,Sabadell,Espanol,0,1,A
SP2,04/10/2020,17:15,Almeria,Sp Gijon,0,1,A
SP2,04/10/2020,17:15,Castellon,Leganes,2,0,H
SP2,04/10/2020,19:30,Cartagena,Lugo,2,1,H
SP2,10/10/2020,12:00,Sabadell,Mirandes,0,2,A
SP2,10/10/2020,15:00,Espanol,Alcorcon,1,0,H
SP2,10/10/2020,15:00,Logrones,Almeria,1,0,H
SP2,10/10/2020,17:30,Tenerife,Vallecano,1,0,H
SP2,11/10/2020,11:00,Fuenlabrada,Castellon,1,1,D
SP2,11/10/2020,11:00,Lugo,Mallorca,0,1,A
SP2,11/10/2020,15:00,Leganes,Girona,0,1,A
SP2,11/10/2020,15:00,Malaga,Las Palmas,0,0,D
SP2,11/10/2020,17:00,Zaragoza,Albacete,1,0,H
SP2,11/10/2020,17:30,Ponferradina,Cartagena,0,2,A
SP2,11/10/2020,20:00,Oviedo,Sp Gijon,1,0,H
SP2,17/10/2020,15:00,Albacete,Sabadell,3,0,H
SP2,17/10/2020,15:00,Castellon,Lugo,0,1,A
SP2,17/10/2020,17:15,Cartagena,Fuenlabrada,1,1,D
SP2,17/10/2020,17:15,Las Palmas,Almeria,2,0,H
SP2,17/10/2020,19:30,Logrones,Leganes,0,1,A
SP2,18/10/2020,15:00,Vallecano,Espanol,1,0,H
SP2,18/10/2020,17:15,Mirandes,Mallorca,0,0,D
SP2,18/10/2020,17:15,Zaragoza,Malaga,1,2,A
SP2,18/10/2020,19:30,Girona,Oviedo,1,0,H
SP2,18/10/2020,20:00,Sp Gijon,Tenerife,1,1,D
SP2,21/10/2020,15:30,Espanol,Mirandes,2,0,H
SP2,21/10/2020,18:00,Las Palmas,Castellon,2,1,H
SP2,21/10/2020,18:00,Lugo,Girona,3,0,H
SP2,21/10/2020,18:00,Ponferradina,Tenerife,1,0,H
SP2,21/10/2020,20:30,Almeria,Cartagena,1,1,D
SP2,21/10/2020,20:30,Fuenlabrada,Logrones,0,0,D
SP2,22/10/2020,15:30,Leganes,Zaragoza,1,0,H
SP2,22/10/2020,20:30,Malaga,Sp Gijon,1,0,H
SP2,22/10/2020,18:00,Mallorca,Albacete,0,0,D
SP2,22/10/2020,18:00,Oviedo,Vallecano,0,0,D
SP2,24/10/2020,17:15,Cartagena,Las Palmas,3,0,H
SP2,24/10/2020,17:15,Logrones,Lugo,2,3,A
SP2,24/10/2020,19:30,Almeria,Fuenlabrada,3,0,H
SP2,24/10/2020,19:30,Castellon,Girona,0,1,A
SP2,25/10/2020,15:00,Sp Gijon,Ponferradina,2,1,H
SP2,25/10/2020,17:15,Leganes,Oviedo,2,1,H
SP2,25/10/2020,17:15,Tenerife,Espanol,0,0,D
SP2,25/10/2020,19:30,Albacete,Vallecano,2,1,H
SP2,25/10/2020,19:30,Malaga,Mirandes,1,1,D
