Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP2,12/08/2022,20:00,Levante,Huesca,0,0,D
SP2,13/08/2022,16:00,Eibar,Tenerife,2,1,H
SP2,13/08/2022,18:00,Mirandes,Sp Gijon,1,1,D
SP2,13/08/2022,20:00,Leganes,Alaves,1,2,A
SP2,13/08/2022,22:00,Las Palmas,Zaragoza,0,0,D
SP2,14/08/2022,16:30,Santander,Villarreal B,0,2,A
SP2,14/08/2022,18:30,Ibiza,Granada,0,2,A
SP2,14/08/2022,21:00,Burgos,Malaga,1,0,H
SP2,15/08/2022,16:30,Oviedo,Andorra,0,1,A
SP2,15/08/2022,18:30,Lugo,Albacete,1,2,A
SP2,15/08/2022,21:00,Cartagena,Ponferradina,2,3,A
SP2,19/08/2022,19:00,Villarreal B,Eibar,2,2,D
SP2,19/08/2022,21:00,Alaves,Mirandes,1,0,H
SP2,20/08/2022,16:30,Sp Gijon,Andorra,4,1,H
SP2,20/08/2022,18:30,Albacete,Burgos,0,0,D
SP2,20/08/2022,18:30,Zaragoza,Levante,0,0,D
SP2,20/08/2022,21:00,Granada,Santander,2,0,H
SP2,21/08/2022,16:30,Oviedo,Leganes,1,0,H
SP2,21/08/2022,18:30,Huesca,Cartagena,2,3,A
SP2,21/08/2022,21:00,Tenerife,Lugo,1,1,D
SP2,22/08/2022,19:00,Ponferradina,Ibiza,2,1,H
SP2,22/08/2022,21:00,Malaga,Las Palmas,0,4,A
SP2,26/08/2022,19:00,Albacete,Huesca,2,1,H
SP2,26/08/2022,21:00,Cartagena,Zaragoza,1,0,H
SP2,27/08/2022,16:30,Sp Gijon,Burgos,0,0,D
SP2,27/08/2022,18:30,Lugo,Leganes,1,0,H
SP2,27/08/2022,18:30,Mirandes,Malaga,1,3,A
SP2,27/08/2022,21:00,Levante,Tenerife,2,0,H
SP2,28/08/2022,16:30,Santander,Oviedo,0,1,A
SP2,28/08/2022,18:30,Eibar,Ponferradina,1,0,H
SP2,28/08/2022,21:00,Ibiza,Alaves,1,1,D
SP2,29/08/2022,19:00,Granada,Villarreal B,3,0,H
SP2,29/08/2022,21:00,Las Palmas,Andorra,2,0,H
SP2,02/09/2022,20:00,Leganes,Eibar,2,1,H
SP2,03/09/2022,13:00,Alaves,Las Palmas,1,1,D
SP2,03/09/2022,15:15,Villarreal B,Mirandes,3,0,H
SP2,03/09/2022,17:30,Ponferradina,Sp Gijon,1,3,A
SP2,03/09/2022,20:00,Tenerife,Santander,1,0,H
SP2,04/09/2022,13:00,Andorra,Granada,1,0,H
SP2,04/09/2022,15:15,Malaga,Albacete,1,2,A
SP2,04/09/2022,17:30,Burgos,Cartagena,1,0,H
