Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
SP2,28/08/2004,Eibar,Cadiz,2,1,H,2
SP2,28/08/2004,Lleida,Ferrol,1,2,A,0
SP2,28/08/2004,Pontevedra,Poli Ejido,0,1,A,0
SP2,28/08/2004,Tenerife,Elche,1,0,H,0
SP2,29/08/2004,Alaves,Valladolid,2,4,A,0
SP2,29/08/2004,Almeria,Celta,0,1,A,0
SP2,29/08/2004,Ciudad de Murcia,Cordoba,1,0,H,1
SP2,29/08/2004,Gimnastic,Murcia,2,0,H,0
SP2,29/08/2004,Sp Gijon,Recreativo,0,1,A,0
SP2,29/08/2004,Terrassa,Salamanca,3,0,H,1
SP2,29/08/2004,Xerez,Malaga B,1,0,H,0
SP2,04/09/2004,Celta,Gimnastic,1,0,H,0
SP2,04/09/2004,Elche,Ciudad de Murcia,3,1,H,1
SP2,04/09/2004,Valladolid,Tenerife,2,1,H,1
SP2,05/09/2004,Cadiz,Lleida,0,2,A,0
SP2,05/09/2004,Cordoba,Pontevedra,0,0,D,0
SP2,05/09/2004,Ferrol,Almeria,0,1,A,0
SP2,05/09/2004,Malaga B,Eibar,0,0,D,0
SP2,05/09/2004,Murcia,Sp Gijon,1,3,A,0
SP2,05/09/2004,Poli Ejido,Terrassa,0,0,D,0
SP2,05/09/2004,Recreativo,Alaves,0,0,D,0
SP2,05/09/2004,Salamanca,Xerez,1,1,D,0
SP2,11/09/2004,Alaves,Tenerife,1,0,H,1
SP2,11/09/2004,Almeria,Cadiz,0,1,A,0
SP2,11/09/2004,Terrassa,Cordoba,2,0,H,1
SP2,12/09/2004,Ciudad de Murcia,Valladolid,2,2,D,0
SP2,12/09/2004,Eibar,Salamanca,2,1,H,2
SP2,12/09/2004,Gimnastic,Ferrol,1,1,D,0
SP2,12/09/2004,Lleida,Malaga B,2,1,H,1
SP2,12/09/2004,Pontevedra,Elche,2,2,D,1
SP2,12/09/2004,Recreativo,Murcia,1,0,H,0
SP2,12/09/2004,Sp Gijon,Celta,1,0,H,0
SP2,12/09/2004,Xerez,Poli Ejido,1,0,H,1
SP2,18/09/2004,Elche,Terrassa,1,0,H,1
SP2,18/09/2004,Ferrol,Sp Gijon,0,0,D,0
SP2,18/09/2004,Malaga B,Almeria,1,2,A,0
SP2,18/09/2004,Poli Ejido,Eibar,4,1,H,0
SP2,18/09/2004,Salamanca,Lleida,0,1,A,0
SP2,19/09/2004,Cadiz,Gimnastic,2,1,H,0
SP2,19/09/2004,Celta,Recreativo,1,1,D,1
SP2,19/09/2004,Cordoba,Xerez,1,2,A,0
SP2,19/09/2004,Murcia,Alaves,1,5,A,1
SP2,19/09/2004,Tenerife,Ciudad de Murcia,1,0,H,1
SP2,19/09/2004,Valladolid,Pontevedra,0,1,A,0
SP2,25/09/2004,Alaves,Ciudad de Murcia,1,1,D,1
SP2,25/09/2004,Gimnastic,Malaga B,0,2,A,0
SP2,25/09/2004,Pontevedra,Tenerife,1,1,D,0
SP2,25/09/2004,Xerez,Elche,1,1,D,0
SP2,26/09/2004,Almeria,Salamanca,0,1,A,0
SP2,26/09/2004,Eibar,Cordoba,1,0,H,0
SP2,26/09/2004,Lleida,Poli Ejido,0,1,A,0
SP2,26/09/2004,Murcia,Celta,1,1,D,0
SP2,26/09/2004,Recreativo,Ferrol,0,1,A,0
SP2,26/09/2004,Sp Gijon,Cadiz,0,0,D,0
SP2,26/09/2004,Terrassa,Valladolid,2,1,H,1
SP2,02/10/2004,Celta,Alaves,2,2,D,2
SP2,02/10/2004,Cordoba,Lleida,0,1,A,0
SP2,03/10/2004,Cadiz,Recreativo,0,0,D,0
SP2,03/10/2004,Ciudad de Murcia,Pontevedra,2,3,A,1
SP2,03/10/2004,Elche,Eibar,1,0,H,1
SP2,03/10/2004,Ferrol,Murcia,3,1,H,0
SP2,03/10/2004,Poli Ejido,Almeria,2,0,H,1
SP2,03/10/2004,Salamanca,Gimnastic,0,1,A,0
SP2,03/10/2004,Tenerife,Terrassa,2,1,H,2
SP2,03/10/2004,Valladolid,Xerez,1,1,D,1
SP2,04/10/2004,Malaga B,Sp Gijon,1,0,H,0
SP2,09/10/2004,Celta,Ferrol,1,1,D,1
SP2,09/10/2004,Eibar,Valladolid,2,0,H,2
SP2,09/10/2004,Lleida,Elche,1,2,A,0
SP2,09/10/2004,Recreativo,Malaga B,0,1,A,0
SP2,10/10/2004,Alaves,Pontevedra,3,2,H,1
SP2,10/10/2004,Almeria,Cordoba,2,0,H,1
SP2,10/10/2004,Gimnastic,Poli Ejido,1,4,A,0
SP2,10/10/2004,Murcia,Cadiz,0,2,A,0
SP2,10/10/2004,Sp Gijon,Salamanca,1,2,A,1
SP2,10/10/2004,Terrassa,Ciudad de Murcia,0,1,A,0
SP2,10/10/2004,Xerez,Tenerife,1,1,D,0
SP2,16/10/2004,Malaga B,Murcia,0,2,A,0
SP2,16/10/2004,Poli Ejido,Sp Gijon,1,1,D,0
SP2,16/10/2004,Pontevedra,Terrassa,3,3,D,1
SP2,16/10/2004,Tenerife,Eibar,1,1,D,0
SP2,17/10/2004,Cadiz,Celta,2,0,H,1
SP2,17/10/2004,Ciudad de Murcia,Xerez,0,2,A,0
SP2,17/10/2004,Cordoba,Gimnastic,2,0,H,0
SP2,17/10/2004,Elche,Almeria,0,0,D,0
SP2,17/10/2004,Ferrol,Alaves,2,1,H,0
SP2,17/10/2004,Salamanca,Recreativo,1,0,H,1
SP2,17/10/2004,Valladolid,Lleida,1,1,D,0
SP2,23/10/2004,Eibar,Ciudad de Murcia,3,2,H,3
SP2,23/10/2004,Gimnastic,Elche,2,0,H,1
SP2,23/10/2004,Lleida,Tenerife,1,1,D,0
SP2,23/10/2004,Xerez,Pontevedra,1,0,H,1
SP2,24/10/2004,Alaves,Terrassa,4,1,H,3
SP2,24/10/2004,Almeria,Valladolid,0,0,D,0
SP2,24/10/2004,Celta,Malaga B,0,0,D,0
SP2,24/10/2004,Ferrol,Cadiz,1,1,D,1
SP2,24/10/2004,Murcia,Salamanca,0,0,D,0
SP2,24/10/2004,Recreativo,Poli Ejido,1,1,D,1
SP2,24/10/2004,Sp Gijon,Cordoba,3,1,H,0
SP2,30/10/2004,Cadiz,Alaves,0,1,A,0
SP2,31/10/2004,Ciudad de Murcia,Lleida,1,2,A,0
SP2,31/10/2004,Cordoba,Recreativo,0,2,A,0
SP2,31/10/2004,Elche,Sp Gijon,4,0,H,1
SP2,31/10/2004,Malaga B,Ferrol,1,1,D,1
SP2,31/10/2004,Poli Ejido,Murcia,1,1,D,0
SP2,31/10/2004,Pontevedra,Eibar,2,3,A,0
SP2,31/10/2004,Salamanca,Celta,0,1,A,0
SP2,31/10/2004,Tenerife,Almeria,1,3,A,0
SP2,31/10/2004,Terrassa,Xerez,0,1,A,0
SP2,31/10/2004,Valladolid,Gimnastic,1,0,H,0
SP2,06/11/2004,Alaves,Xerez,2,0,H,0
SP2,06/11/2004,Cadiz,Malaga B,4,0,H,1
SP2,06/11/2004,Ferrol,Salamanca,2,1,H,0
SP2,06/11/2004,Gimnastic,Tenerife,1,0,H,1
SP2,07/11/2004,Almeria,Ciudad de Murcia,0,0,D,0
SP2,07/11/2004,Celta,Poli Ejido,1,0,H,0
SP2,07/11/2004,Eibar,Terrassa,1,0,H,1
SP2,07/11/2004,Lleida,Pontevedra,3,0,H,0
SP2,07/11/2004,Murcia,Cordoba,1,0,H,0
SP2,07/11/2004,Recreativo,Elche,2,1,H,0
SP2,07/11/2004,Sp Gijon,Valladolid,1,1,D,0
SP2,13/11/2004,Cordoba,Celta,0,1,A,0
SP2,13/11/2004,Terrassa,Lleida,3,0,H,0
SP2,14/11/2004,Ciudad de Murcia,Gimnastic,1,1,D,0
SP2,14/11/2004,Elche,Murcia,1,0,H,0
SP2,14/11/2004,Malaga B,Alaves,1,1,D,1
SP2,14/11/2004,Poli Ejido,Ferrol,0,0,D,0
SP2,14/11/2004,Pontevedra,Almeria,0,2,A,0
SP2,14/11/2004,Salamanca,Cadiz,1,3,A,1
SP2,14/11/2004,Tenerife,Sp Gijon,1,0,H,0
SP2,14/11/2004,Valladolid,Recreativo,1,0,H,1
SP2,14/11/2004,Xerez,Eibar,0,3,A,0
SP2,20/11/2004,Cadiz,Poli Ejido,3,0,H,1
SP2,20/11/2004,Lleida,Xerez,1,1,D,1
SP2,20/11/2004,Recreativo,Tenerife,0,0,D,0
SP2,21/11/2004,Alaves,Eibar,0,2,A,0
SP2,21/11/2004,Almeria,Terrassa,2,2,D,1
SP2,21/11/2004,Celta,Elche,2,2,D,0
SP2,21/11/2004,Ferrol,Cordoba,0,0,D,0
SP2,21/11/2004,Gimnastic,Pontevedra,0,0,D,0
SP2,21/11/2004,Malaga B,Salamanca,1,3,A,0
SP2,21/11/2004,Murcia,Valladolid,0,1,A,0
SP2,21/11/2004,Sp Gijon,Ciudad de Murcia,2,2,D,0
SP2,27/11/2004,Terrassa,Gimnastic,1,2,A,1
SP2,27/11/2004,Valladolid,Celta,3,3,D,2
SP2,27/11/2004,Xerez,Almeria,1,1,D,1
SP2,28/11/2004,Ciudad de Murcia,Recreativo,2,2,D,2
SP2,28/11/2004,Cordoba,Cadiz,0,2,A,0
SP2,28/11/2004,Eibar,Lleida,1,1,D,0
SP2,28/11/2004,Elche,Ferrol,2,1,H,0
SP2,28/11/2004,Poli Ejido,Malaga B,1,2,A,1
SP2,28/11/2004,Pontevedra,Sp Gijon,1,2,A,0
SP2,28/11/2004,Salamanca,Alaves,3,3,D,1
SP2,28/11/2004,Tenerife,Murcia,2,1,H,0
SP2,04/12/2004,Alaves,Lleida,2,0,H,1
SP2,04/12/2004,Celta,Tenerife,1,1,D,0
SP2,04/12/2004,Recreativo,Pontevedra,2,1,H,1
SP2,05/12/2004,Almeria,Eibar,2,1,H,1
SP2,05/12/2004,Cadiz,Elche,3,1,H,1
SP2,05/12/2004,Ferrol,Valladolid,2,3,A,0
SP2,05/12/2004,Gimnastic,Xerez,1,0,H,0
SP2,05/12/2004,Malaga B,Cordoba,3,2,H,1
SP2,05/12/2004,Murcia,Ciudad de Murcia,2,2,D,0
