,Club,Elo
0,Real Madrid,1815.55505371
1,Barcelona,1774.2064209
2,Atletico,1755.90881348
3,Sociedad,1752.05224609
4,Bilbao,1749.00720215
5,Valencia,1711.87573242
6,Espanyol,1699.74560547
7,Betis,1698.45849609
8,Depor,1689.8527832
9,Celta,1688.14404297
10,Mallorca,1684.25866699
11,Valladolid,1677.53125
12,Tenerife,1669.18334961
13,Salamanca,1661.14611816
14,Zaragoza,1655.73339844
15,Santander,1634.53051758
16,Oviedo,1601.48986816
17,Extremadura,1590.46447754
18,Alaves,1570.64221191
19,Villarreal,1535.14025879
