,Club,Country,Level,Elo
0,Real Madrid,ESP,1,1924.28979492
3,Barcelona,ESP,1,1866.37524414
4,Depor,ESP,1,1862.13293457
7,Sociedad,ESP,1,1855.59631348
8,Valencia,ESP,1,1840.42175293
12,Celta,ESP,1,1815.95385742
20,Bilbao,ESP,1,1781.53186035
21,Betis,ESP,1,1773.24536133
26,Sevilla,ESP,1,1761.65698242
29,Mallorca,ESP,1,1757.28857422
30,Malaga,ESP,1,1753.54504395
31,Espanyol,ESP,1,1741.34667969
33,Valladolid,ESP,1,1732.25085449
34,Osasuna,ESP,1,1731.06225586
38,Villarreal,ESP,1,1721.7791748
46,Santander,ESP,1,1712.24291992
48,Atletico,ESP,1,1711.68933105
62,Murcia,ESP,1,1684.6505127
83,Zaragoza,ESP,1,1657.12365723
95,Albacete,ESP,1,1640.99072266
