,Club,Country,Level,Elo
5,Barcelona,ESP,1,1871.51257324
15,Real Madrid,ESP,1,1804.66833496
17,Valencia,ESP,1,1787.46606445
20,Espanyol,ESP,1,1781.73486328
21,Celta,ESP,1,1780.50109863
22,Mallorca,ESP,1,1779.2121582
23,Bilbao,ESP,1,1771.65979004
24,Depor,ESP,1,1768.33398438
28,Sociedad,ESP,1,1752.65148926
32,Zaragoza,ESP,1,1739.69812012
34,Atletico,ESP,1,1734.00805664
52,Valladolid,ESP,1,1691.49267578
53,Betis,ESP,1,1688.30712891
82,Santander,ESP,1,1644.41882324
83,Oviedo,ESP,1,1641.93774414
106,Alaves,ESP,1,1622.96691895
135,Sevilla,ESP,1,1583.22314453
138,Malaga,ESP,1,1581.43237305
160,Rayo Vallecano,ESP,1,1560.98901367
167,Numancia,ESP,1,1551.61584473
