,Club,Elo
0,Barcelona,1887.3848877
1,Real Madrid,1881.67736816
2,Villarreal,1836.72338867
3,Valencia,1799.37194824
4,Betis,1796.77172852
5,Espanyol,1762.26647949
6,Sevilla,1759.3359375
7,Malaga,1736.87719727
8,Bilbao,1735.76806641
9,Depor,1731.82519531
10,Atletico,1729.34094238
11,Zaragoza,1713.4342041
12,Sociedad,1710.87329102
13,Getafe,1690.52404785
14,Mallorca,1689.80334473
15,Celta,1679.45666504
16,Osasuna,1677.61169434
17,Santander,1676.85717773
18,Cadiz,1654.33874512
19,Alaves,1638.77722168
