,Club,Elo
0,Barcelona,1853.53088379
1,Depor,1763.67468262
2,Real Madrid,1727.5736084
3,Zaragoza,1690.47192383
4,Valencia,1663.84191895
5,Sevilla,1661.78967285
6,Bilbao,1645.6060791
7,Atletico,1620.11853027
8,Tenerife,1612.46118164
9,Oviedo,1603.9263916
10,Logrones,1585.4284668
11,Sociedad,1583.00292969
12,Santander,1579.81396484
13,Celta,1574.04284668
14,Albacete,1563.84631348
15,Espanyol,1559.01184082
16,Gijon,1549.63317871
17,Betis,1547.76159668
18,Valladolid,1539.60742188
19,Compostela,1485.69714355
