,Club,Elo
0,Barcelona,2070.76269531
1,Real Madrid,2002.39245605
2,Valencia,1818.78820801
3,Villarreal,1776.99206543
4,Sevilla,1753.29882812
5,Atletico,1743.78430176
6,Bilbao,1732.42541504
7,Malaga,1706.58984375
8,Osasuna,1705.06298828
9,Gijon,1686.86413574
10,Zaragoza,1686.4029541
11,Mallorca,1675.19970703
12,Betis,1675.12426758
13,Santander,1672.36767578
14,Espanyol,1670.33105469
15,Getafe,1670.26965332
16,Levante,1664.92480469
17,Sociedad,1634.5690918
18,Rayo Vallecano,1625.1048584
19,Granada,1587.6862793
