Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D1,18/09/2020,19:30,Bayern Munich,Schalke 04,8,0,H
D1,19/09/2020,14:30,Ein Frankfurt,Bielefeld,1,1,D
D1,19/09/2020,14:30,FC Koln,Hoffenheim,2,3,A
D1,19/09/2020,14:30,Stuttgart,Freiburg,2,3,A
D1,19/09/2020,14:30,Union Berlin,Augsburg,1,3,A
D1,19/09/2020,14:30,Werder Bremen,Hertha,1,4,A
D1,19/09/2020,17:30,Dortmund,M'gladbach,3,0,H
D1,20/09/2020,14:30,RB Leipzig,Mainz,3,1,H
D1,20/09/2020,17:00,Wolfsburg,Leverkusen,0,0,D
D1,25/09/2020,19:30,Hertha,Ein Frankfurt,1,3,A
D1,26/09/2020,14:30,Augsburg,Dortmund,2,0,H
D1,26/09/2020,14:30,Bielefeld,FC Koln,1,0,H
D1,26/09/2020,14:30,Leverkusen,RB Leipzig,1,1,D
D1,26/09/2020,14:30,Mainz,Stuttgart,1,4,A
D1,26/09/2020,14:30,M'gladbach,Union Berlin,1,1,D
D1,26/09/2020,17:30,Schalke 04,Werder Bremen,1,3,A
D1,27/09/2020,14:30,Hoffenheim,Bayern Munich,4,1,H
D1,27/09/2020,17:00,Freiburg,Wolfsburg,1,1,D
D1,02/10/2020,19:30,Union Berlin,Mainz,4,0,H
D1,03/10/2020,14:30,Dortmund,Freiburg,4,0,H
D1,03/10/2020,14:30,Ein Frankfurt,Hoffenheim,2,1,H
D1,03/10/2020,14:30,FC Koln,M'gladbach,1,3,A
D1,03/10/2020,14:30,Stuttgart,Leverkusen,1,1,D
D1,03/10/2020,14:30,Werder Bremen,Bielefeld,1,0,H
D1,03/10/2020,17:30,RB Leipzig,Schalke 04,4,0,H
D1,04/10/2020,14:30,Wolfsburg,Augsburg,0,0,D
D1,04/10/2020,17:00,Bayern Munich,Hertha,4,3,H
D1,17/10/2020,14:30,Augsburg,RB Leipzig,0,2,A
D1,17/10/2020,14:30,Freiburg,Werder Bremen,1,1,D
D1,17/10/2020,14:30,Hertha,Stuttgart,0,2,A
D1,17/10/2020,14:30,Hoffenheim,Dortmund,0,1,A
D1,17/10/2020,14:30,Mainz,Leverkusen,0,1,A
D1,17/10/2020,17:30,Bielefeld,Bayern Munich,1,4,A
D1,17/10/2020,19:30,M'gladbach,Wolfsburg,1,1,D
D1,18/10/2020,14:30,FC Koln,Ein Frankfurt,1,1,D
D1,18/10/2020,17:00,Schalke 04,Union Berlin,1,1,D
D1,23/10/2020,19:30,Stuttgart,FC Koln,1,1,D
D1,24/10/2020,14:30,Bayern Munich,Ein Frankfurt,5,0,H
