Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D1,16/08/2019,19:30,Bayern Munich,Hertha,2,2,D
D1,17/08/2019,14:30,Dortmund,Augsburg,5,1,H
D1,17/08/2019,14:30,Freiburg,Mainz,3,0,H
D1,17/08/2019,14:30,Leverkusen,Paderborn,3,2,H
D1,17/08/2019,14:30,Werder Bremen,Fortuna Dusseldorf,1,3,A
D1,17/08/2019,14:30,Wolfsburg,FC Koln,2,1,H
D1,17/08/2019,17:30,M'gladbach,Schalke 04,0,0,D
D1,18/08/2019,14:30,Ein Frankfurt,Hoffenheim,1,0,H
D1,18/08/2019,17:00,Union Berlin,RB Leipzig,0,4,A
D1,23/08/2019,19:30,FC Koln,Dortmund,1,3,A
D1,24/08/2019,14:30,Augsburg,Union Berlin,1,1,D
D1,24/08/2019,14:30,Fortuna Dusseldorf,Leverkusen,1,3,A
D1,24/08/2019,14:30,Hoffenheim,Werder Bremen,3,2,H
D1,24/08/2019,14:30,Mainz,M'gladbach,1,3,A
D1,24/08/2019,14:30,Paderborn,Freiburg,1,3,A
D1,24/08/2019,17:30,Schalke 04,Bayern Munich,0,3,A
D1,25/08/2019,14:30,RB Leipzig,Ein Frankfurt,2,1,H
D1,25/08/2019,17:00,Hertha,Wolfsburg,0,3,A
D1,30/08/2019,19:30,M'gladbach,RB Leipzig,1,3,A
D1,31/08/2019,14:30,Bayern Munich,Mainz,6,1,H
D1,31/08/2019,14:30,Freiburg,FC Koln,1,2,A
D1,31/08/2019,14:30,Leverkusen,Hoffenheim,0,0,D
D1,31/08/2019,14:30,Schalke 04,Hertha,3,0,H
D1,31/08/2019,14:30,Wolfsburg,Paderborn,1,1,D
D1,31/08/2019,17:30,Union Berlin,Dortmund,3,1,H
D1,01/09/2019,14:30,Werder Bremen,Augsburg,3,2,H
D1,01/09/2019,17:00,Ein Frankfurt,Fortuna Dusseldorf,2,1,H
D1,13/09/2019,19:30,Fortuna Dusseldorf,Wolfsburg,1,1,D
D1,14/09/2019,14:30,Augsburg,Ein Frankfurt,2,1,H
D1,14/09/2019,14:30,Dortmund,Leverkusen,4,0,H
D1,14/09/2019,14:30,FC Koln,M'gladbach,0,1,A
D1,14/09/2019,14:30,Mainz,Hertha,2,1,H
