Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
D1,26/08/16,Bayern Munich,Werder Bremen,6,0,H,2
D1,27/08/16,Augsburg,Wolfsburg,0,2,A,0
D1,27/08/16,Dortmund,Mainz,2,1,H,1
D1,27/08/16,Ein Frankfurt,Schalke 04,1,0,H,1
D1,27/08/16,FC Koln,Darmstadt,2,0,H,1
D1,27/08/16,Hamburg,Ingolstadt,1,1,D,1
D1,27/08/16,M'gladbach,Leverkusen,2,1,H,1
D1,28/08/16,Hertha,Freiburg,2,1,H,0
D1,28/08/16,Hoffenheim,RB Leipzig,2,2,D,0
D1,09/09/16,Schalke 04,Bayern Munich,0,2,A,0
D1,10/09/16,Darmstadt,Ein Frankfurt,1,0,H,0
D1,10/09/16,Freiburg,M'gladbach,3,1,H,0
D1,10/09/16,Ingolstadt,Hertha,0,2,A,0
D1,10/09/16,Leverkusen,Hamburg,3,1,H,0
D1,10/09/16,RB Leipzig,Dortmund,1,0,H,0
D1,10/09/16,Wolfsburg,FC Koln,0,0,D,0
D1,11/09/16,Mainz,Hoffenheim,4,4,D,4
D1,11/09/16,Werder Bremen,Augsburg,1,2,A,1
D1,16/09/16,FC Koln,Freiburg,3,0,H,3
D1,17/09/16,Bayern Munich,Ingolstadt,3,1,H,1
D1,17/09/16,Dortmund,Darmstadt,6,0,H,1
D1,17/09/16,Ein Frankfurt,Leverkusen,2,1,H,0
D1,17/09/16,Hamburg,RB Leipzig,0,4,A,0
D1,17/09/16,Hoffenheim,Wolfsburg,0,0,D,0
D1,17/09/16,M'gladbach,Werder Bremen,4,1,H,4
D1,18/09/16,Augsburg,Mainz,1,3,A,0
D1,18/09/16,Hertha,Schalke 04,2,0,H,0
D1,20/09/16,Darmstadt,Hoffenheim,1,1,D,0
D1,20/09/16,Freiburg,Hamburg,1,0,H,0
D1,20/09/16,Ingolstadt,Ein Frankfurt,0,2,A,0
D1,20/09/16,Wolfsburg,Dortmund,1,5,A,0
D1,21/09/16,Bayern Munich,Hertha,3,0,H,1
D1,21/09/16,Leverkusen,Augsburg,0,0,D,0
D1,21/09/16,RB Leipzig,M'gladbach,1,1,D,1
D1,21/09/16,Schalke 04,FC Koln,1,3,A,1
D1,21/09/16,Werder Bremen,Mainz,1,2,A,1
D1,23/09/16,Dortmund,Freiburg,3,1,H,1
D1,24/09/16,Augsburg,Darmstadt,1,0,H,0
D1,24/09/16,Ein Frankfurt,Hertha,3,3,D,2
D1,24/09/16,Hamburg,Bayern Munich,0,1,A,0
D1,24/09/16,Mainz,Leverkusen,2,3,A,2
D1,24/09/16,M'gladbach,Ingolstadt,2,0,H,1
D1,24/09/16,Werder Bremen,Wolfsburg,2,1,H,0
D1,25/09/16,FC Koln,RB Leipzig,1,1,D,1
D1,25/09/16,Hoffenheim,Schalke 04,2,1,H,2
D1,30/09/16,RB Leipzig,Augsburg,2,1,H,1
D1,01/10/16,Bayern Munich,FC Koln,1,1,D,1
D1,01/10/16,Darmstadt,Werder Bremen,2,2,D,1
D1,01/10/16,Freiburg,Ein Frankfurt,1,0,H,1
D1,01/10/16,Hertha,Hamburg,2,0,H,1
D1,01/10/16,Ingolstadt,Hoffenheim,1,2,A,0
D1,01/10/16,Leverkusen,Dortmund,2,0,H,1
D1,02/10/16,Schalke 04,M'gladbach,4,0,H,0
D1,02/10/16,Wolfsburg,Mainz,0,0,D,0
D1,14/10/16,Dortmund,Hertha,1,1,D,0
D1,15/10/16,Augsburg,Schalke 04,1,1,D,0
D1,15/10/16,Ein Frankfurt,Bayern Munich,2,2,D,1
D1,15/10/16,FC Koln,Ingolstadt,2,1,H,2
D1,15/10/16,Hoffenheim,Freiburg,2,1,H,1
D1,15/10/16,M'gladbach,Hamburg,0,0,D,0
D1,15/10/16,Werder Bremen,Leverkusen,2,1,H,1
D1,16/10/16,Mainz,Darmstadt,2,1,H,1
D1,16/10/16,Wolfsburg,RB Leipzig,0,1,A,0
D1,21/10/16,Hamburg,Ein Frankfurt,0,3,A,0
D1,22/10/16,Bayern Munich,M'gladbach,2,0,H,2
D1,22/10/16,Darmstadt,Wolfsburg,3,1,H,1
D1,22/10/16,Freiburg,Augsburg,2,1,H,0
D1,22/10/16,Hertha,FC Koln,2,1,H,1
D1,22/10/16,Ingolstadt,Dortmund,3,3,D,2
D1,22/10/16,Leverkusen,Hoffenheim,0,3,A,0
D1,23/10/16,RB Leipzig,Werder Bremen,3,1,H,1
D1,23/10/16,Schalke 04,Mainz,3,0,H,1
D1,28/10/16,M'gladbach,Ein Frankfurt,0,0,D,0
D1,29/10/16,Augsburg,Bayern Munich,1,3,A,0
D1,29/10/16,Darmstadt,RB Leipzig,0,2,A,0
D1,29/10/16,Dortmund,Schalke 04,0,0,D,0
D1,29/10/16,Mainz,Ingolstadt,2,0,H,0
D1,29/10/16,Werder Bremen,Freiburg,1,3,A,0
D1,29/10/16,Wolfsburg,Leverkusen,1,2,A,1
D1,30/10/16,FC Koln,Hamburg,3,0,H,0
D1,30/10/16,Hoffenheim,Hertha,1,0,H,1
D1,04/11/16,Hertha,M'gladbach,3,0,H,2
D1,05/11/16,Bayern Munich,Hoffenheim,1,1,D,1
D1,05/11/16,Ein Frankfurt,FC Koln,1,0,H,1
D1,05/11/16,Freiburg,Wolfsburg,0,3,A,0
D1,05/11/16,Hamburg,Dortmund,2,5,A,0
D1,05/11/16,Ingolstadt,Augsburg,0,2,A,0
D1,05/11/16,Leverkusen,Darmstadt,3,2,H,1
D1,06/11/16,RB Leipzig,Mainz,3,1,H,3
D1,06/11/16,Schalke 04,Werder Bremen,3,1,H,2
D1,18/11/16,Leverkusen,RB Leipzig,2,3,A,2
D1,19/11/16,Augsburg,Hertha,0,0,D,0
D1,19/11/16,Darmstadt,Ingolstadt,0,1,A,0
D1,19/11/16,Dortmund,Bayern Munich,1,0,H,1
D1,19/11/16,Mainz,Freiburg,4,2,H,2
D1,19/11/16,M'gladbach,FC Koln,1,2,A,1
D1,19/11/16,Wolfsburg,Schalke 04,0,1,A,0
D1,20/11/16,Hoffenheim,Hamburg,2,2,D,1
D1,20/11/16,Werder Bremen,Ein Frankfurt,1,2,A,1
D1,25/11/16,Freiburg,RB Leipzig,1,4,A,1
D1,26/11/16,Bayern Munich,Leverkusen,2,1,H,1
D1,26/11/16,Ein Frankfurt,Dortmund,2,1,H,0
D1,26/11/16,FC Koln,Augsburg,0,0,D,0
D1,26/11/16,Hamburg,Werder Bremen,2,2,D,2
D1,26/11/16,Ingolstadt,Wolfsburg,1,1,D,1
D1,26/11/16,M'gladbach,Hoffenheim,1,1,D,1
D1,27/11/16,Hertha,Mainz,2,1,H,1
D1,27/11/16,Schalke 04,Darmstadt,3,1,H,1
D1,02/12/16,Mainz,Bayern Munich,1,3,A,1
D1,03/12/16,Dortmund,M'gladbach,4,1,H,2
D1,03/12/16,Hoffenheim,FC Koln,4,0,H,2
D1,03/12/16,Leverkusen,Freiburg,1,1,D,0
D1,03/12/16,RB Leipzig,Schalke 04,2,1,H,1
D1,03/12/16,Werder Bremen,Ingolstadt,2,1,H,1
D1,03/12/16,Wolfsburg,Hertha,2,3,A,2
D1,04/12/16,Augsburg,Ein Frankfurt,1,1,D,1
D1,04/12/16,Darmstadt,Hamburg,0,2,A,0
D1,09/12/16,Ein Frankfurt,Hoffenheim,0,0,D,0
D1,10/12/16,Bayern Munich,Wolfsburg,5,0,H,2
D1,10/12/16,FC Koln,Dortmund,1,1,D,1
D1,10/12/16,Freiburg,Darmstadt,1,0,H,0
D1,10/12/16,Hamburg,Augsburg,1,0,H,0
D1,10/12/16,Hertha,Werder Bremen,0,1,A,0
D1,10/12/16,Ingolstadt,RB Leipzig,1,0,H,1
D1,11/12/16,M'gladbach,Mainz,1,0,H,0
D1,11/12/16,Schalke 04,Leverkusen,0,1,A,0
D1,16/12/16,Hoffenheim,Dortmund,2,2,D,2
D1,17/12/16,Augsburg,M'gladbach,1,0,H,0
