Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
D2,06/04/18,Sandhausen,Greuther Furth,0,0,D,0
D2,07/04/18,Erzgebirge Aue,St Pauli,2,1,H,1
D2,07/04/18,Holstein Kiel,Darmstadt,0,0,D,0
D2,07/04/18,Nurnberg,Heidenheim,3,2,H,3
D2,07/04/18,Union Berlin,Duisburg,0,0,D,0
D2,08/04/18,Braunschweig,Dresden,1,1,D,1
D2,08/04/18,Ingolstadt,Bielefeld,2,2,D,0
D2,08/04/18,Kaiserslautern,Regensburg,1,1,D,0
D2,13/04/18,Bochum,Kaiserslautern,3,2,H,2
D2,13/04/18,Greuther Furth,Regensburg,1,2,A,0
D2,14/04/18,Bielefeld,Erzgebirge Aue,2,0,H,1
D2,14/04/18,Dresden,Holstein Kiel,0,4,A,0
D2,14/04/18,Duisburg,Sandhausen,0,2,A,0
D2,14/04/18,St Pauli,Union Berlin,0,1,A,0
D2,15/04/18,Darmstadt,Braunschweig,1,1,D,0
D2,15/04/18,Heidenheim,Fortuna Dusseldorf,3,1,H,1
D2,15/04/18,Ingolstadt,Nurnberg,1,1,D,0
D2,20/04/18,Braunschweig,Bielefeld,0,0,D,0
D2,20/04/18,Greuther Furth,Bochum,1,1,D,1
D2,21/04/18,Regensburg,St Pauli,3,1,H,2
D2,21/04/18,Sandhausen,Darmstadt,1,1,D,1
D2,21/04/18,Union Berlin,Heidenheim,1,1,D,0
D2,22/04/18,Erzgebirge Aue,Duisburg,1,3,A,0
D2,22/04/18,Fortuna Dusseldorf,Ingolstadt,3,0,H,2
D2,22/04/18,Kaiserslautern,Dresden,0,1,A,0
D2,23/04/18,Holstein Kiel,Nurnberg,1,3,A,1
D2,27/04/18,Bielefeld,Kaiserslautern,3,2,H,0
D2,27/04/18,Bochum,Erzgebirge Aue,2,1,H,1
D2,28/04/18,Darmstadt,Union Berlin,3,1,H,3
D2,28/04/18,Dresden,Fortuna Dusseldorf,1,2,A,0
D2,28/04/18,St Pauli,Greuther Furth,3,0,H,2
D2,29/04/18,Duisburg,Regensburg,4,1,H,0
D2,29/04/18,Heidenheim,Sandhausen,2,0,H,2
D2,29/04/18,Ingolstadt,Holstein Kiel,1,5,A,1
D2,30/04/18,Nurnberg,Braunschweig,2,0,H,1
D2,06/05/18,Braunschweig,Ingolstadt,0,2,A,0
D2,06/05/18,Erzgebirge Aue,Dresden,0,0,D,0
D2,06/05/18,Fortuna Dusseldorf,Holstein Kiel,1,1,D,0
D2,06/05/18,Greuther Furth,Duisburg,2,2,D,1
D2,06/05/18,Kaiserslautern,Heidenheim,1,0,H,0
D2,06/05/18,Regensburg,Darmstadt,0,3,A,0
D2,06/05/18,Sandhausen,Nurnberg,0,2,A,0
D2,06/05/18,St Pauli,Bielefeld,1,0,H,1
D2,06/05/18,Union Berlin,Bochum,3,1,H,1
D2,13/05/18,Bielefeld,Sandhausen,0,0,D,0
D2,13/05/18,Bochum,Regensburg,1,1,D,0
D2,13/05/18,Darmstadt,Erzgebirge Aue,1,0,H,0
D2,13/05/18,Dresden,Union Berlin,0,1,A,0
D2,13/05/18,Duisburg,St Pauli,2,0,H,1
D2,13/05/18,Heidenheim,Greuther Furth,1,1,D,0
D2,13/05/18,Holstein Kiel,Braunschweig,6,2,H,4
D2,13/05/18,Ingolstadt,Kaiserslautern,1,3,A,0
D2,13/05/18,Nurnberg,Fortuna Dusseldorf,2,3,A,2
