Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D2,23/07/2021,19:30,Schalke 04,Hamburg,1,3,A
D2,24/07/2021,12:30,Darmstadt,Regensburg,0,2,A
D2,24/07/2021,12:30,Dresden,Ingolstadt,3,0,H
D2,24/07/2021,12:30,Hansa Rostock,Karlsruhe,1,3,A
D2,24/07/2021,12:30,Heidenheim,Paderborn,0,0,D
D2,24/07/2021,19:30,Werder Bremen,Hannover,1,1,D
D2,25/07/2021,12:30,Nurnberg,Erzgebirge Aue,0,0,D
D2,25/07/2021,12:30,Sandhausen,Fortuna Dusseldorf,0,2,A
D2,25/07/2021,12:30,St Pauli,Holstein Kiel,3,0,H
D2,30/07/2021,17:30,Karlsruhe,Darmstadt,3,0,H
D2,30/07/2021,17:30,Paderborn,Nurnberg,2,2,D
D2,31/07/2021,12:30,Hannover,Hansa Rostock,0,3,A
D2,31/07/2021,12:30,Ingolstadt,Heidenheim,1,2,A
D2,31/07/2021,12:30,Regensburg,Sandhausen,3,0,H
D2,31/07/2021,19:30,Fortuna Dusseldorf,Werder Bremen,2,3,A
D2,01/08/2021,12:30,Erzgebirge Aue,St Pauli,0,0,D
D2,01/08/2021,12:30,Hamburg,Dresden,1,1,D
D2,01/08/2021,12:30,Holstein Kiel,Schalke 04,0,3,A
D2,13/08/2021,17:30,Schalke 04,Erzgebirge Aue,1,1,D
D2,13/08/2021,17:30,St Pauli,Hamburg,3,2,H
D2,14/08/2021,12:30,Holstein Kiel,Regensburg,0,3,A
D2,14/08/2021,12:30,Nurnberg,Fortuna Dusseldorf,2,0,H
D2,14/08/2021,12:30,Sandhausen,Karlsruhe,0,0,D
D2,14/08/2021,19:30,Dresden,Hannover,2,0,H
D2,15/08/2021,12:30,Darmstadt,Ingolstadt,6,1,H
D2,15/08/2021,12:30,Heidenheim,Hansa Rostock,1,1,D
D2,15/08/2021,12:30,Werder Bremen,Paderborn,1,4,A
D2,20/08/2021,17:30,Fortuna Dusseldorf,Holstein Kiel,2,2,D
D2,20/08/2021,17:30,Hannover,Heidenheim,1,0,H
D2,21/08/2021,12:30,Karlsruhe,Werder Bremen,0,0,D
D2,21/08/2021,12:30,Paderborn,St Pauli,3,1,H
D2,21/08/2021,12:30,Regensburg,Schalke 04,4,1,H
D2,21/08/2021,19:30,Hansa Rostock,Dresden,1,3,A
D2,22/08/2021,12:30,Erzgebirge Aue,Sandhausen,1,3,A
D2,22/08/2021,12:30,Hamburg,Darmstadt,2,2,D
D2,22/08/2021,12:30,Ingolstadt,Nurnberg,0,0,D
D2,27/08/2021,17:30,Nurnberg,Karlsruhe,2,1,H
D2,27/08/2021,17:30,Sandhausen,Ingolstadt,0,2,A
D2,28/08/2021,12:30,Darmstadt,Hannover,4,0,H
D2,28/08/2021,12:30,Heidenheim,Hamburg,0,0,D
D2,28/08/2021,12:30,Holstein Kiel,Erzgebirge Aue,3,0,H
D2,28/08/2021,19:30,Schalke 04,Fortuna Dusseldorf,3,1,H
D2,29/08/2021,12:30,Dresden,Paderborn,0,3,A
D2,29/08/2021,12:30,St Pauli,Regensburg,2,0,H
D2,29/08/2021,12:30,Werder Bremen,Hansa Rostock,3,0,H
D2,11/09/2021,12:30,Hannover,St Pauli,1,0,H
D2,11/09/2021,12:30,Ingolstadt,Werder Bremen,0,3,A
D2,11/09/2021,12:30,Karlsruhe,Holstein Kiel,2,2,D
D2,11/09/2021,19:30,Hamburg,Sandhausen,2,1,H
D2,12/09/2021,12:30,Erzgebirge Aue,Fortuna Dusseldorf,0,1,A
D2,12/09/2021,12:30,Hansa Rostock,Darmstadt,2,1,H
D2,12/09/2021,12:30,Heidenheim,Dresden,2,1,H
D2,12/09/2021,12:30,Paderborn,Schalke 04,0,1,A
D2,12/09/2021,12:30,Regensburg,Nurnberg,2,2,D
D2,17/09/2021,17:30,Nurnberg,Hansa Rostock,1,0,H
D2,17/09/2021,17:30,Schalke 04,Karlsruhe,1,2,A
D2,18/09/2021,12:30,Fortuna Dusseldorf,Regensburg,1,1,D
D2,18/09/2021,12:30,Holstein Kiel,Hannover,0,3,A
D2,18/09/2021,12:30,Sandhausen,Heidenheim,1,3,A
D2,18/09/2021,19:30,Werder Bremen,Hamburg,0,2,A
D2,19/09/2021,12:30,Darmstadt,Dresden,1,0,H
D2,19/09/2021,12:30,Erzgebirge Aue,Paderborn,1,4,A
D2,19/09/2021,12:30,St Pauli,Ingolstadt,4,1,H
D2,24/09/2021,17:30,Heidenheim,Darmstadt,2,1,H
D2,24/09/2021,17:30,Regensburg,Erzgebirge Aue,3,2,H
D2,25/09/2021,12:30,Ingolstadt,Fortuna Dusseldorf,1,2,A
D2,25/09/2021,12:30,Karlsruhe,St Pauli,1,3,A
D2,25/09/2021,12:30,Paderborn,Holstein Kiel,1,2,A
D2,25/09/2021,19:30,Hansa Rostock,Schalke 04,0,2,A
D2,26/09/2021,12:30,Dresden,Werder Bremen,3,0,H
D2,26/09/2021,12:30,Hamburg,Nurnberg,2,2,D
D2,26/09/2021,12:30,Hannover,Sandhausen,1,2,A
D2,01/10/2021,17:30,Erzgebirge Aue,Hamburg,1,1,D
D2,01/10/2021,17:30,Werder Bremen,Heidenheim,3,0,H
D2,02/10/2021,12:30,Fortuna Dusseldorf,Paderborn,2,3,A
D2,02/10/2021,12:30,Holstein Kiel,Hansa Rostock,0,2,A
D2,02/10/2021,12:30,Regensburg,Karlsruhe,2,2,D
D2,02/10/2021,19:30,Nurnberg,Hannover,0,0,D
D2,03/10/2021,12:30,Sandhausen,Darmstadt,1,6,A
D2,03/10/2021,12:30,Schalke 04,Ingolstadt,3,0,H
