Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D2,18/09/2020,17:30,Hamburg,Fortuna Dusseldorf,2,1,H
D2,18/09/2020,17:30,Regensburg,Nurnberg,1,1,D
D2,19/09/2020,12:00,Hannover,Karlsruhe,2,0,H
D2,19/09/2020,12:00,Sandhausen,Darmstadt,3,2,H
D2,19/09/2020,12:00,Wurzburger Kickers,Erzgebirge Aue,0,3,A
D2,20/09/2020,12:30,Greuther Furth,Osnabruck,1,1,D
D2,20/09/2020,12:30,Heidenheim,Braunschweig,2,0,H
D2,20/09/2020,12:30,Holstein Kiel,Paderborn,1,0,H
D2,21/09/2020,19:30,Bochum,St Pauli,2,2,D
D2,25/09/2020,17:30,Erzgebirge Aue,Greuther Furth,1,1,D
D2,25/09/2020,17:30,Osnabruck,Hannover,2,1,H
D2,26/09/2020,12:00,Braunschweig,Holstein Kiel,0,0,D
D2,26/09/2020,12:00,Darmstadt,Regensburg,0,0,D
D2,26/09/2020,12:00,Fortuna Dusseldorf,Wurzburger Kickers,1,0,H
D2,27/09/2020,12:30,Karlsruhe,Bochum,0,1,A
D2,27/09/2020,12:30,Nurnberg,Sandhausen,1,0,H
D2,27/09/2020,12:30,St Pauli,Heidenheim,4,2,H
D2,28/09/2020,19:30,Paderborn,Hamburg,3,4,A
D2,02/10/2020,17:30,Bochum,Osnabruck,0,0,D
D2,02/10/2020,17:30,Sandhausen,St Pauli,1,0,H
D2,03/10/2020,12:00,Hannover,Braunschweig,4,1,H
D2,03/10/2020,12:00,Heidenheim,Paderborn,0,0,D
D2,03/10/2020,12:00,Regensburg,Karlsruhe,1,0,H
D2,04/10/2020,12:30,Holstein Kiel,Fortuna Dusseldorf,2,1,H
D2,04/10/2020,12:30,Wurzburger Kickers,Greuther Furth,2,2,D
D2,05/10/2020,19:30,Nurnberg,Darmstadt,2,3,A
D2,17/10/2020,12:00,Braunschweig,Bochum,2,1,H
D2,17/10/2020,12:00,Greuther Furth,Hamburg,0,1,A
D2,17/10/2020,12:00,Karlsruhe,Sandhausen,3,0,H
D2,18/10/2020,12:30,Erzgebirge Aue,Heidenheim,2,1,H
D2,18/10/2020,12:30,Fortuna Dusseldorf,Regensburg,2,2,D
D2,18/10/2020,12:30,Paderborn,Hannover,1,0,H
D2,18/10/2020,12:30,Wurzburger Kickers,Holstein Kiel,0,2,A
D2,19/10/2020,19:30,St Pauli,Nurnberg,2,2,D
D2,21/10/2020,17:30,Hamburg,Erzgebirge Aue,3,0,H
D2,23/10/2020,17:30,Nurnberg,Karlsruhe,1,1,D
D2,23/10/2020,17:30,Regensburg,Braunschweig,3,0,H
D2,24/10/2020,12:00,Darmstadt,St Pauli,2,2,D
D2,24/10/2020,12:00,Hamburg,Wurzburger Kickers,3,1,H
D2,24/10/2020,12:00,Hannover,Fortuna Dusseldorf,3,0,H
D2,24/10/2020,12:00,Holstein Kiel,Greuther Furth,1,3,A
D2,25/10/2020,12:30,Bochum,Erzgebirge Aue,2,0,H
D2,25/10/2020,12:30,Heidenheim,Osnabruck,1,1,D
D2,25/10/2020,12:30,Sandhausen,Paderborn,1,1,D
D2,28/10/2020,17:30,Osnabruck,Darmstadt,1,1,D
D2,30/10/2020,17:30,Fortuna Dusseldorf,Heidenheim,1,0,H
D2,30/10/2020,17:30,Hamburg,St Pauli,2,2,D
D2,31/10/2020,12:00,Braunschweig,Nurnberg,3,2,H
D2,31/10/2020,12:00,Erzgebirge Aue,Holstein Kiel,1,1,D
D2,31/10/2020,12:00,Osnabruck,Sandhausen,2,1,H
D2,31/10/2020,12:00,Paderborn,Regensburg,3,1,H
D2,01/11/2020,12:30,Greuther Furth,Hannover,4,1,H
D2,01/11/2020,12:30,Karlsruhe,Darmstadt,3,4,A
D2,01/11/2020,12:30,Wurzburger Kickers,Bochum,2,3,A
D2,06/11/2020,17:30,Heidenheim,Wurzburger Kickers,4,1,H
D2,06/11/2020,17:30,Sandhausen,Braunschweig,2,2,D
D2,07/11/2020,12:00,Bochum,Greuther Furth,0,2,A
D2,07/11/2020,12:00,Hannover,Erzgebirge Aue,0,0,D
D2,07/11/2020,12:00,Nurnberg,Fortuna Dusseldorf,1,1,D
D2,08/11/2020,12:30,Darmstadt,Paderborn,0,4,A
D2,08/11/2020,12:30,Regensburg,Osnabruck,2,4,A
D2,08/11/2020,12:30,St Pauli,Karlsruhe,0,3,A
D2,09/11/2020,19:30,Holstein Kiel,Hamburg,1,1,D
D2,21/11/2020,12:00,Braunschweig,Karlsruhe,1,3,A
D2,21/11/2020,12:00,Fortuna Dusseldorf,Sandhausen,1,0,H
D2,21/11/2020,12:00,Holstein Kiel,Heidenheim,2,2,D
D2,21/11/2020,12:00,Paderborn,St Pauli,2,0,H
D2,22/11/2020,12:30,Erzgebirge Aue,Darmstadt,3,0,H
D2,22/11/2020,12:30,Greuther Furth,Regensburg,3,1,H
D2,22/11/2020,12:30,Hamburg,Bochum,1,3,A
D2,22/11/2020,12:30,Wurzburger Kickers,Hannover,2,1,H
D2,23/11/2020,19:30,Osnabruck,Nurnberg,1,4,A
D2,27/11/2020,17:30,Darmstadt,Braunschweig,4,0,H
D2,27/11/2020,17:30,St Pauli,Osnabruck,0,1,A
D2,28/11/2020,12:00,Karlsruhe,Paderborn,1,0,H
D2,28/11/2020,12:00,Regensburg,Wurzburger Kickers,2,1,H
D2,28/11/2020,12:00,Sandhausen,Erzgebirge Aue,1,4,A
D2,29/11/2020,12:30,Hannover,Holstein Kiel,0,3,A
D2,29/11/2020,12:30,Heidenheim,Hamburg,3,2,H
