Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D2,26/07/2019,19:30,Stuttgart,Hannover,2,1,H
D2,27/07/2019,12:00,Dresden,Nurnberg,0,1,A
D2,27/07/2019,14:30,Holstein Kiel,Sandhausen,1,1,D
D2,27/07/2019,14:30,Osnabruck,Heidenheim,1,3,A
D2,28/07/2019,12:30,Hamburg,Darmstadt,1,1,D
D2,28/07/2019,14:30,Greuther Furth,Erzgebirge Aue,0,2,A
D2,28/07/2019,14:30,Regensburg,Bochum,3,1,H
D2,28/07/2019,14:30,Wehen,Karlsruhe,1,2,A
D2,29/07/2019,19:30,Bielefeld,St Pauli,1,1,D
D2,02/08/2019,17:30,Bochum,Bielefeld,3,3,D
D2,02/08/2019,17:30,Sandhausen,Osnabruck,0,1,A
D2,02/08/2019,19:30,St Pauli,Greuther Furth,1,3,A
D2,03/08/2019,12:00,Karlsruhe,Dresden,4,2,H
D2,03/08/2019,14:30,Hannover,Regensburg,1,1,D
D2,04/08/2019,12:30,Heidenheim,Stuttgart,2,2,D
D2,04/08/2019,14:30,Darmstadt,Holstein Kiel,2,0,H
D2,04/08/2019,14:30,Erzgebirge Aue,Wehen,3,2,H
D2,05/08/2019,19:30,Nurnberg,Hamburg,0,4,A
D2,16/08/2019,17:30,Hamburg,Bochum,1,0,H
D2,16/08/2019,17:30,Sandhausen,Nurnberg,3,2,H
D2,17/08/2019,12:00,Bielefeld,Erzgebirge Aue,3,1,H
D2,17/08/2019,12:00,Stuttgart,St Pauli,2,1,H
D2,17/08/2019,12:00,Wehen,Hannover,0,3,A
D2,18/08/2019,12:30,Dresden,Heidenheim,2,1,H
D2,18/08/2019,12:30,Greuther Furth,Regensburg,1,0,H
D2,18/08/2019,12:30,Holstein Kiel,Karlsruhe,2,1,H
D2,19/08/2019,19:30,Osnabruck,Darmstadt,4,0,H
D2,23/08/2019,17:30,Darmstadt,Dresden,0,0,D
D2,23/08/2019,17:30,Erzgebirge Aue,Stuttgart,0,0,D
D2,24/08/2019,12:00,Bochum,Wehen,3,3,D
D2,24/08/2019,12:00,Hannover,Greuther Furth,1,1,D
D2,24/08/2019,12:00,Regensburg,Bielefeld,1,3,A
D2,25/08/2019,12:30,Heidenheim,Sandhausen,0,2,A
D2,25/08/2019,12:30,Karlsruhe,Hamburg,2,4,A
D2,25/08/2019,12:30,Nurnberg,Osnabruck,1,0,H
D2,26/08/2019,19:30,St Pauli,Holstein Kiel,2,1,H
D2,30/08/2019,17:30,Nurnberg,Heidenheim,2,2,D
D2,30/08/2019,17:30,Sandhausen,Darmstadt,1,0,H
D2,31/08/2019,12:00,Bielefeld,Greuther Furth,2,2,D
D2,31/08/2019,12:00,Dresden,St Pauli,3,3,D
D2,31/08/2019,12:00,Wehen,Regensburg,0,5,A
D2,01/09/2019,12:30,Hamburg,Hannover,3,0,H
D2,01/09/2019,12:30,Holstein Kiel,Erzgebirge Aue,1,1,D
D2,01/09/2019,12:30,Osnabruck,Karlsruhe,3,0,H
D2,02/09/2019,19:30,Stuttgart,Bochum,2,1,H
D2,13/09/2019,17:30,Greuther Furth,Wehen,2,1,H
D2,13/09/2019,17:30,Karlsruhe,Sandhausen,1,0,H
D2,14/09/2019,12:00,Hannover,Bielefeld,0,2,A
D2,14/09/2019,12:00,Heidenheim,Holstein Kiel,3,0,H
D2,14/09/2019,12:00,Regensburg,Stuttgart,2,3,A
D2,15/09/2019,12:30,Bochum,Dresden,2,2,D
D2,15/09/2019,12:30,Darmstadt,Nurnberg,3,3,D
D2,15/09/2019,12:30,Erzgebirge Aue,Osnabruck,1,0,H
D2,16/09/2019,19:30,St Pauli,Hamburg,2,0,H
D2,20/09/2019,17:30,Heidenheim,Darmstadt,1,0,H
D2,20/09/2019,17:30,Holstein Kiel,Hannover,1,2,A
D2,21/09/2019,12:00,Nurnberg,Karlsruhe,1,1,D
D2,21/09/2019,12:00,Sandhausen,Bochum,1,1,D
D2,21/09/2019,12:00,Stuttgart,Greuther Furth,2,0,H
D2,21/09/2019,12:00,Wehen,Bielefeld,2,5,A
D2,22/09/2019,12:30,Dresden,Regensburg,2,1,H
D2,22/09/2019,12:30,Hamburg,Erzgebirge Aue,4,0,H
D2,22/09/2019,12:30,Osnabruck,St Pauli,1,1,D
D2,27/09/2019,17:30,Bielefeld,Stuttgart,0,1,A
D2,27/09/2019,17:30,Wehen,Osnabruck,2,0,H
D2,28/09/2019,12:00,Bochum,Darmstadt,2,2,D
D2,28/09/2019,12:00,Karlsruhe,Heidenheim,1,1,D
D2,28/09/2019,12:00,Regensburg,Hamburg,2,2,D
D2,29/09/2019,12:30,Erzgebirge Aue,Dresden,4,1,H
D2,29/09/2019,12:30,Greuther Furth,Holstein Kiel,0,3,A
D2,29/09/2019,12:30,St Pauli,Sandhausen,2,0,H
D2,30/09/2019,19:30,Hannover,Nurnberg,0,4,A
D2,04/10/2019,17:30,Darmstadt,Karlsruhe,1,1,D
D2,04/10/2019,17:30,Stuttgart,Wehen,1,2,A
D2,05/10/2019,12:00,Dresden,Hannover,0,2,A
D2,05/10/2019,12:00,Hamburg,Greuther Furth,2,0,H
D2,05/10/2019,12:00,Sandhausen,Erzgebirge Aue,2,2,D
D2,06/10/2019,12:30,Heidenheim,Bochum,2,3,A
D2,06/10/2019,12:30,Holstein Kiel,Regensburg,1,2,A
D2,06/10/2019,12:30,Nurnberg,St Pauli,1,1,D
D2,07/10/2019,19:30,Osnabruck,Bielefeld,0,1,A
D2,18/10/2019,17:30,Erzgebirge Aue,Nurnberg,4,3,H
D2,18/10/2019,17:30,Greuther Furth,Dresden,2,0,H
D2,19/10/2019,12:00,Regensburg,Sandhausen,1,0,H
D2,19/10/2019,12:00,St Pauli,Darmstadt,0,1,A
D2,19/10/2019,12:00,Wehen,Heidenheim,0,0,D
D2,20/10/2019,12:30,Bochum,Karlsruhe,3,3,D
D2,20/10/2019,12:30,Hannover,Osnabruck,0,0,D
D2,20/10/2019,12:30,Stuttgart,Holstein Kiel,0,1,A
D2,21/10/2019,19:30,Bielefeld,Hamburg,1,1,D
D2,25/10/2019,17:30,Darmstadt,Erzgebirge Aue,1,0,H
D2,25/10/2019,17:30,Holstein Kiel,Bochum,2,1,H
D2,26/10/2019,12:00,Dresden,Bielefeld,0,1,A
D2,26/10/2019,12:00,Hamburg,Stuttgart,6,2,H
D2,26/10/2019,12:00,Karlsruhe,Hannover,3,3,D
D2,27/10/2019,12:30,Heidenheim,St Pauli,1,0,H
D2,27/10/2019,12:30,Nurnberg,Regensburg,1,1,D
D2,27/10/2019,12:30,Osnabruck,Greuther Furth,0,0,D
D2,28/10/2019,19:30,Sandhausen,Wehen,0,0,D
D2,01/11/2019,17:30,Hannover,Sandhausen,1,1,D
D2,01/11/2019,17:30,Regensburg,Osnabruck,3,3,D
D2,02/11/2019,12:00,Erzgebirge Aue,Heidenheim,1,1,D
D2,02/11/2019,12:00,Greuther Furth,Darmstadt,3,1,H
D2,02/11/2019,12:00,St Pauli,Karlsruhe,2,2,D
D2,03/11/2019,12:30,Bielefeld,Holstein Kiel,2,1,H
D2,03/11/2019,12:30,Stuttgart,Dresden,3,1,H
D2,03/11/2019,12:30,Wehen,Hamburg,1,1,D
D2,04/11/2019,19:30,Bochum,Nurnberg,3,1,H
D2,08/11/2019,17:30,Dresden,Wehen,1,0,H
D2,08/11/2019,17:30,St Pauli,Bochum,1,1,D
D2,09/11/2019,12:00,Holstein Kiel,Hamburg,1,1,D
D2,09/11/2019,12:00,Osnabruck,Stuttgart,1,0,H
D2,09/11/2019,12:00,Sandhausen,Greuther Furth,3,2,H
D2,10/11/2019,12:30,Darmstadt,Regensburg,2,2,D
D2,10/11/2019,12:30,Heidenheim,Hannover,4,0,H
D2,10/11/2019,12:30,Nurnberg,Bielefeld,1,5,A
D2,11/11/2019,19:30,Karlsruhe,Erzgebirge Aue,1,1,D
D2,22/11/2019,17:30,Bochum,Osnabruck,1,1,D
D2,22/11/2019,17:30,Erzgebirge Aue,St Pauli,3,1,H
D2,23/11/2019,12:00,Bielefeld,Sandhausen,1,1,D
D2,23/11/2019,12:00,Hamburg,Dresden,2,1,H
D2,23/11/2019,12:00,Wehen,Holstein Kiel,3,6,A
D2,24/11/2019,12:30,Greuther Furth,Nurnberg,0,0,D
D2,24/11/2019,12:30,Regensburg,Heidenheim,3,1,H
D2,24/11/2019,12:30,Stuttgart,Karlsruhe,3,0,H
D2,25/11/2019,19:30,Hannover,Darmstadt,1,2,A
D2,29/11/2019,17:30,Karlsruhe,Regensburg,4,1,H
D2,29/11/2019,17:30,Osnabruck,Hamburg,2,1,H
D2,30/11/2019,12:00,Bochum,Erzgebirge Aue,2,0,H
D2,30/11/2019,12:00,Dresden,Holstein Kiel,1,2,A
D2,30/11/2019,12:00,Nurnberg,Wehen,0,2,A
D2,30/11/2019,12:00,St Pauli,Hannover,0,1,A
D2,01/12/2019,12:30,Darmstadt,Bielefeld,1,3,A
D2,01/12/2019,12:30,Heidenheim,Greuther Furth,1,0,H
D2,01/12/2019,12:30,Sandhausen,Stuttgart,2,1,H
D2,06/12/2019,17:30,Bielefeld,Karlsruhe,2,2,D
D2,06/12/2019,17:30,Hamburg,Heidenheim,0,1,A
D2,07/12/2019,12:00,Greuther Furth,Bochum,3,1,H
D2,07/12/2019,12:00,Hannover,Erzgebirge Aue,3,2,H
D2,07/12/2019,12:00,Holstein Kiel,Osnabruck,2,4,A
D2,08/12/2019,12:30,Dresden,Sandhausen,1,1,D
D2,08/12/2019,12:30,Regensburg,St Pauli,1,0,H
D2,08/12/2019,12:30,Wehen,Darmstadt,0,0,D
