Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
D2,03/08/2018,Hamburg,Holstein Kiel,0,3,A,0
D2,04/08/2018,Bochum,FC Koln,0,2,A,0
D2,04/08/2018,Greuther Furth,Sandhausen,3,1,H,0
D2,04/08/2018,Regensburg,Ingolstadt,2,1,H,1
D2,05/08/2018,Darmstadt,Paderborn,1,0,H,0
D2,05/08/2018,Heidenheim,Bielefeld,1,1,D,1
D2,05/08/2018,Magdeburg,St Pauli,1,2,A,1
D2,05/08/2018,Union Berlin,Erzgebirge Aue,1,0,H,0
D2,06/08/2018,Dresden,Duisburg,1,0,H,1
D2,10/08/2018,Ingolstadt,Greuther Furth,1,1,D,0
D2,10/08/2018,Paderborn,Regensburg,2,0,H,1
D2,10/08/2018,St Pauli,Darmstadt,2,0,H,0
D2,11/08/2018,Bielefeld,Dresden,2,1,H,2
D2,11/08/2018,Duisburg,Bochum,0,2,A,0
D2,12/08/2018,Erzgebirge Aue,Magdeburg,0,0,D,0
D2,12/08/2018,Holstein Kiel,Heidenheim,1,1,D,1
D2,12/08/2018,Sandhausen,Hamburg,0,3,A,0
D2,13/08/2018,FC Koln,Union Berlin,1,1,D,1
D2,24/08/2018,Bochum,Sandhausen,1,0,H,0
D2,24/08/2018,Darmstadt,Duisburg,3,0,H,0
D2,25/08/2018,FC Koln,Erzgebirge Aue,3,1,H,1
D2,25/08/2018,Greuther Furth,Paderborn,2,2,D,0
D2,25/08/2018,Magdeburg,Ingolstadt,1,1,D,1
D2,26/08/2018,Dresden,Heidenheim,1,3,A,0
D2,26/08/2018,Regensburg,Holstein Kiel,0,0,D,0
D2,26/08/2018,Union Berlin,St Pauli,4,1,H,2
D2,27/08/2018,Hamburg,Bielefeld,3,0,H,1
D2,31/08/2018,Ingolstadt,Erzgebirge Aue,3,2,H,1
D2,31/08/2018,Paderborn,Bochum,2,2,D,0
D2,01/09/2018,Bielefeld,Regensburg,5,3,H,3
D2,01/09/2018,Duisburg,Greuther Furth,0,1,A,0
D2,02/09/2018,Heidenheim,Darmstadt,0,1,A,0
D2,02/09/2018,Sandhausen,Union Berlin,0,0,D,0
D2,02/09/2018,St Pauli,FC Koln,3,5,A,2
D2,03/09/2018,Holstein Kiel,Magdeburg,2,1,H,0
D2,14/09/2018,Regensburg,Dresden,0,2,A,0
D2,14/09/2018,Union Berlin,Duisburg,2,2,D,1
D2,15/09/2018,Darmstadt,Sandhausen,1,1,D,0
D2,15/09/2018,Greuther Furth,Holstein Kiel,4,1,H,0
D2,15/09/2018,Hamburg,Heidenheim,3,2,H,0
D2,16/09/2018,Bochum,Ingolstadt,6,0,H,3
D2,16/09/2018,Erzgebirge Aue,St Pauli,3,1,H,2
D2,16/09/2018,FC Koln,Paderborn,3,5,A,1
D2,17/09/2018,Magdeburg,Bielefeld,0,0,D,0
D2,18/09/2018,Dresden,Hamburg,0,1,A,0
D2,21/09/2018,Ingolstadt,St Pauli,0,1,A,0
D2,21/09/2018,Sandhausen,FC Koln,0,2,A,0
D2,22/09/2018,Bielefeld,Union Berlin,1,1,D,0
D2,22/09/2018,Dresden,Darmstadt,4,1,H,1
D2,22/09/2018,Holstein Kiel,Bochum,2,2,D,0
D2,23/09/2018,Duisburg,Erzgebirge Aue,1,2,A,1
D2,23/09/2018,Hamburg,Regensburg,0,5,A,0
D2,23/09/2018,Heidenheim,Greuther Furth,2,0,H,0
D2,23/09/2018,Paderborn,Magdeburg,4,4,D,2
D2,25/09/2018,Bochum,Dresden,0,1,A,0
D2,25/09/2018,Darmstadt,Bielefeld,1,2,A,0
D2,25/09/2018,FC Koln,Ingolstadt,2,1,H,0
D2,25/09/2018,Union Berlin,Holstein Kiel,2,0,H,0
D2,26/09/2018,Erzgebirge Aue,Sandhausen,0,2,A,0
D2,26/09/2018,Magdeburg,Duisburg,3,3,D,0
D2,26/09/2018,Regensburg,Heidenheim,2,1,H,2
D2,26/09/2018,St Pauli,Paderborn,2,1,H,1
D2,27/09/2018,Greuther Furth,Hamburg,0,0,D,0
D2,28/09/2018,Bielefeld,FC Koln,1,3,A,0
D2,28/09/2018,Holstein Kiel,Darmstadt,4,2,H,3
D2,29/09/2018,Duisburg,Regensburg,1,3,A,1
D2,29/09/2018,Heidenheim,Bochum,3,2,H,1
D2,29/09/2018,Paderborn,Erzgebirge Aue,1,0,H,1
D2,30/09/2018,Dresden,Greuther Furth,0,1,A,0
D2,30/09/2018,Hamburg,St Pauli,0,0,D,0
D2,30/09/2018,Sandhausen,Magdeburg,0,1,A,0
D2,01/10/2018,Ingolstadt,Union Berlin,1,2,A,0
D2,05/10/2018,Bochum,Bielefeld,1,0,H,1
D2,05/10/2018,Darmstadt,Hamburg,1,2,A,0
D2,06/10/2018,Erzgebirge Aue,Holstein Kiel,2,1,H,0
D2,06/10/2018,Greuther Furth,Regensburg,1,1,D,0
D2,06/10/2018,Magdeburg,Dresden,2,2,D,0
D2,07/10/2018,Ingolstadt,Paderborn,1,2,A,0
D2,07/10/2018,St Pauli,Sandhausen,3,1,H,1
D2,07/10/2018,Union Berlin,Heidenheim,1,1,D,0
D2,08/10/2018,FC Koln,Duisburg,1,2,A,1
D2,19/10/2018,Dresden,Erzgebirge Aue,1,1,D,1
D2,19/10/2018,Sandhausen,Ingolstadt,4,0,H,1
D2,20/10/2018,Bielefeld,Greuther Furth,2,3,A,2
D2,20/10/2018,Heidenheim,Magdeburg,3,0,H,2
D2,20/10/2018,Holstein Kiel,FC Koln,1,1,D,0
D2,21/10/2018,Hamburg,Bochum,0,0,D,0
D2,21/10/2018,Paderborn,Union Berlin,0,0,D,0
D2,21/10/2018,Regensburg,Darmstadt,1,1,D,0
D2,22/10/2018,Duisburg,St Pauli,0,1,A,0
D2,26/10/2018,Darmstadt,Greuther Furth,2,0,H,1
D2,26/10/2018,Magdeburg,Hamburg,0,1,A,0
D2,27/10/2018,Erzgebirge Aue,Bielefeld,1,0,H,0
D2,27/10/2018,FC Koln,Heidenheim,1,1,D,0
D2,27/10/2018,Paderborn,Sandhausen,3,3,D,1
D2,28/10/2018,Ingolstadt,Duisburg,1,1,D,0
D2,28/10/2018,St Pauli,Holstein Kiel,0,1,A,0
D2,28/10/2018,Union Berlin,Dresden,0,0,D,0
D2,29/10/2018,Bochum,Regensburg,3,3,D,1
D2,02/11/2018,Dresden,Sandhausen,3,1,H,2
D2,02/11/2018,Greuther Furth,Bochum,2,2,D,0
D2,03/11/2018,Darmstadt,Magdeburg,3,1,H,1
D2,03/11/2018,Duisburg,Paderborn,2,0,H,1
D2,03/11/2018,Holstein Kiel,Ingolstadt,2,2,D,0
