Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
D2,05/08/16,Kaiserslautern,Hannover,0,4,A,0
D2,06/08/16,Bochum,Union Berlin,2,1,H,0
D2,06/08/16,Dresden,Nurnberg,1,1,D,0
D2,06/08/16,Sandhausen,Fortuna Dusseldorf,2,2,D,2
D2,07/08/16,Bielefeld,Karlsruhe,0,0,D,0
D2,07/08/16,Braunschweig,Wurzburger Kickers,2,1,H,1
D2,07/08/16,Greuther Furth,Munich 1860,1,0,H,1
D2,07/08/16,Heidenheim,Erzgebirge Aue,1,0,H,1
D2,08/08/16,Stuttgart,St Pauli,2,1,H,0
D2,12/08/16,Erzgebirge Aue,Sandhausen,2,0,H,2
D2,12/08/16,Fortuna Dusseldorf,Stuttgart,1,0,H,0
D2,12/08/16,Nurnberg,Heidenheim,1,1,D,1
D2,13/08/16,Karlsruhe,Bochum,1,1,D,0
D2,13/08/16,St Pauli,Braunschweig,0,2,A,0
D2,14/08/16,Hannover,Greuther Furth,3,1,H,1
D2,14/08/16,Munich 1860,Bielefeld,1,0,H,0
D2,14/08/16,Wurzburger Kickers,Kaiserslautern,1,1,D,1
D2,15/08/16,Union Berlin,Dresden,2,2,D,0
D2,26/08/16,Bochum,Hannover,1,1,D,0
D2,26/08/16,Heidenheim,Wurzburger Kickers,1,2,A,0
D2,26/08/16,Sandhausen,Stuttgart,1,2,A,0
D2,27/08/16,Greuther Furth,Erzgebirge Aue,3,2,H,1
D2,27/08/16,Karlsruhe,Munich 1860,0,0,D,0
D2,28/08/16,Bielefeld,Union Berlin,4,4,D,2
D2,28/08/16,Braunschweig,Nurnberg,6,1,H,2
D2,28/08/16,Dresden,St Pauli,1,0,H,1
D2,29/08/16,Kaiserslautern,Fortuna Dusseldorf,0,0,D,0
D2,09/09/16,Erzgebirge Aue,Braunschweig,0,2,A,0
D2,09/09/16,Stuttgart,Heidenheim,1,2,A,0
D2,09/09/16,Wurzburger Kickers,Bochum,2,0,H,0
D2,10/09/16,St Pauli,Bielefeld,2,1,H,1
D2,10/09/16,Union Berlin,Karlsruhe,4,0,H,2
D2,11/09/16,Fortuna Dusseldorf,Greuther Furth,1,1,D,0
D2,11/09/16,Hannover,Dresden,0,2,A,0
D2,11/09/16,Sandhausen,Kaiserslautern,2,0,H,1
D2,12/09/16,Nurnberg,Munich 1860,1,2,A,1
D2,16/09/16,Bochum,Nurnberg,5,4,H,3
D2,16/09/16,Greuther Furth,Wurzburger Kickers,0,3,A,0
D2,16/09/16,Munich 1860,Union Berlin,1,2,A,1
D2,17/09/16,Braunschweig,Sandhausen,2,1,H,0
D2,17/09/16,Heidenheim,Fortuna Dusseldorf,2,0,H,0
D2,17/09/16,Kaiserslautern,Stuttgart,0,1,A,0
D2,18/09/16,Bielefeld,Hannover,3,3,D,2
D2,18/09/16,Dresden,Erzgebirge Aue,0,3,A,0
D2,18/09/16,Karlsruhe,St Pauli,1,1,D,0
D2,20/09/16,Fortuna Dusseldorf,Bochum,3,0,H,2
D2,20/09/16,Nurnberg,Greuther Furth,1,2,A,0
D2,20/09/16,Sandhausen,Heidenheim,0,0,D,0
D2,20/09/16,Stuttgart,Braunschweig,2,0,H,1
