,Club,Country,Level,Elo
0,Man United,ENG,1,2028.1776123
1,Chelsea,ENG,1,2017.49279785
2,Liverpool,ENG,1,1961.07434082
3,Arsenal,ENG,1,1943.64758301
10,Everton,ENG,1,1849.53405762
18,Aston Villa,ENG,1,1800.69482422
24,Tottenham,ENG,1,1774.3692627
25,Blackburn,ENG,1,1771.83312988
27,Portsmouth,ENG,1,1762.59643555
35,Middlesbrough,ENG,1,1733.80407715
39,Newcastle,ENG,1,1722.63208008
41,Man City,ENG,1,1720.85534668
43,Bolton,ENG,1,1719.41589355
46,West Ham,ENG,1,1714.42272949
55,Wigan,ENG,1,1692.05639648
60,Fulham,ENG,1,1683.31262207
67,Sunderland,ENG,1,1669.41149902
93,West Brom,ENG,1,1630.37060547
108,Hull,ENG,1,1614.01867676
114,Stoke,ENG,1,1607.67590332
