,Club,Elo
0,Man United,1931.90307617
1,Arsenal,1871.66064453
2,Chelsea,1800.11694336
3,Leeds,1782.3815918
4,Liverpool,1770.09924316
5,Aston Villa,1728.15283203
6,Newcastle,1712.14123535
7,Sunderland,1712.07653809
8,Leicester,1687.84460449
9,Everton,1685.50231934
10,West Ham,1681.31201172
11,Middlesbrough,1679.13342285
12,Tottenham,1676.7479248
13,Ipswich,1638.03430176
14,Derby,1636.03222656
15,Coventry,1635.55822754
16,Southampton,1629.97070312
17,Charlton,1608.71740723
18,Man City,1579.93933105
19,Bradford,1578.67224121
