,Club,Country,Level,Elo
15,Man United,ENG,1,1788.7722168
24,Liverpool,ENG,1,1733.42602539
30,Newcastle,ENG,1,1722.61047363
47,Blackburn,ENG,1,1694.1003418
51,Arsenal,ENG,1,1684.609375
62,Everton,ENG,1,1670.01403809
65,Tottenham,ENG,1,1667.76721191
76,Forest,ENG,1,1651.77893066
79,Aston Villa,ENG,1,1645.63537598
100,Chelsea,ENG,1,1609.00280762
112,West Ham,ENG,1,1598.97277832
125,Wimbledon,ENG,1,1585.34375
133,Leeds,ENG,1,1572.65222168
137,Coventry,ENG,1,1567.7878418
140,Southampton,ENG,1,1565.6842041
149,Sheffield Weds,ENG,1,1558.31750488
180,Middlesbrough,ENG,1,1524.12939453
195,Sunderland,ENG,1,1514.74243164
197,Derby,ENG,1,1513.98950195
220,Leicester,ENG,1,1486.60217285
