,Club,Country,Level,Elo
0,Liverpool,ENG,1,2050.2121582
1,Man City,ENG,1,2041.26416016
4,Tottenham,ENG,1,1894.80664062
5,Chelsea,ENG,1,1886.99499512
8,Arsenal,ENG,1,1870.87512207
9,Man United,ENG,1,1842.21777344
19,Everton,ENG,1,1773.65405273
28,Crystal Palace,ENG,1,1746.52441406
29,Leicester,ENG,1,1742.6628418
32,West Ham,ENG,1,1733.4362793
36,Wolves,ENG,1,1723.51721191
39,Newcastle,ENG,1,1719.57849121
49,Bournemouth,ENG,1,1694.88586426
50,Watford,ENG,1,1689.30114746
51,Burnley,ENG,1,1685.65490723
59,Southampton,ENG,1,1677.77783203
77,Norwich,ENG,1,1634.66345215
82,Sheffield United,ENG,1,1623.55578613
84,Brighton,ENG,1,1620.25097656
86,Aston Villa,ENG,1,1616.19567871
