,Club,Country,Level,Elo
1,Liverpool,ENG,1,1992.51635742
2,Man City,ENG,1,1992.10949707
8,Man United,ENG,1,1875.87451172
13,Chelsea,ENG,1,1824.38366699
14,Tottenham,ENG,1,1819.37927246
15,Arsenal,ENG,1,1804.91430664
17,Wolves,ENG,1,1796.16149902
19,Leicester,ENG,1,1776.67382812
30,Burnley,ENG,1,1743.51489258
32,Everton,ENG,1,1742.0567627
39,Southampton,ENG,1,1719.65039062
43,Sheffield United,ENG,1,1712.30541992
48,West Ham,ENG,1,1692.27355957
49,Newcastle,ENG,1,1690.24658203
53,Crystal Palace,ENG,1,1680.09057617
60,Watford,ENG,1,1658.36547852
65,Brighton,ENG,1,1650.88720703
80,Aston Villa,ENG,1,1623.97143555
83,Bournemouth,ENG,1,1621.64343262
145,Norwich,ENG,1,1544.00561523
