,Club,Country,Level,Elo
0,Man United,ENG,1,1931.90307617
5,Arsenal,ENG,1,1871.66064453
15,Chelsea,ENG,1,1800.11694336
21,Leeds,ENG,1,1782.3815918
27,Liverpool,ENG,1,1770.09924316
37,Aston Villa,ENG,1,1728.15283203
43,Newcastle,ENG,1,1712.14123535
44,Sunderland,ENG,1,1712.07653809
55,Leicester,ENG,1,1687.84460449
57,Everton,ENG,1,1685.50231934
59,West Ham,ENG,1,1681.31201172
60,Middlesbrough,ENG,1,1679.13342285
61,Tottenham,ENG,1,1676.7479248
87,Ipswich,ENG,1,1638.03430176
89,Derby,ENG,1,1636.03222656
91,Coventry,ENG,1,1635.55822754
100,Southampton,ENG,1,1629.97070312
113,Charlton,ENG,1,1608.71740723
140,Man City,ENG,1,1579.93933105
144,Bradford,ENG,1,1578.67224121
