,Club,Country,Level,Elo
3,Man United,ENG,1,1859.00964355
13,Arsenal,ENG,1,1796.94238281
18,Blackburn,ENG,1,1776.24157715
24,Newcastle,ENG,1,1761.42138672
25,Leeds,ENG,1,1757.82556152
27,Sheffield Weds,ENG,1,1747.75939941
40,Wimbledon,ENG,1,1723.29284668
51,QPR,ENG,1,1688.35437012
55,Liverpool,ENG,1,1684.11206055
59,Coventry,ENG,1,1672.02783203
60,Norwich,ENG,1,1670.34448242
62,Chelsea,ENG,1,1666.55578613
63,Aston Villa,ENG,1,1666.51330566
66,Man City,ENG,1,1659.78808594
71,West Ham,ENG,1,1647.55358887
84,Tottenham,ENG,1,1631.32397461
86,Crystal Palace,ENG,1,1628.3190918
91,Southampton,ENG,1,1621.13623047
92,Forest,ENG,1,1620.71008301
98,Everton,ENG,1,1608.97595215
114,Ipswich,ENG,1,1583.34289551
148,Leicester,ENG,1,1551.67028809
