,Club,Country,Level,Elo
1,Man United,ENG,1,1890.83483887
7,Arsenal,ENG,1,1837.11804199
18,Chelsea,ENG,1,1786.4979248
29,Leeds,ENG,1,1752.13891602
43,Liverpool,ENG,1,1711.82995605
49,Sunderland,ENG,1,1694.51977539
69,Aston Villa,ENG,1,1659.31005859
71,West Ham,ENG,1,1654.88476562
80,Leicester,ENG,1,1644.92199707
86,Tottenham,ENG,1,1638.80603027
89,Derby,ENG,1,1636.19799805
91,Sheffield Weds,ENG,1,1634.80297852
95,Middlesbrough,ENG,1,1629.0814209
98,Coventry,ENG,1,1627.37890625
99,Newcastle,ENG,1,1626.98937988
110,Everton,ENG,1,1621.63232422
115,Southampton,ENG,1,1616.98803711
152,Wimbledon,ENG,1,1568.51269531
172,Bradford,ENG,1,1546.83679199
207,Watford,ENG,1,1513.68383789
