,Club,Country,Level,Elo
4,Man City,ENG,1,1954.13647461
5,Chelsea,ENG,1,1917.49645996
7,Liverpool,ENG,1,1898.65539551
10,Arsenal,ENG,1,1864.08947754
12,Man United,ENG,1,1857.4498291
15,Everton,ENG,1,1827.28186035
19,Tottenham,ENG,1,1799.6817627
34,Southampton,ENG,1,1717.62329102
46,Stoke,ENG,1,1697.49499512
64,Swansea,ENG,1,1671.76928711
68,West Ham,ENG,1,1662.73706055
73,Newcastle,ENG,1,1649.5657959
77,Sunderland,ENG,1,1646.4855957
82,Leicester,ENG,1,1638.25952148
84,West Brom,ENG,1,1633.45935059
90,Crystal Palace,ENG,1,1625.84863281
93,Aston Villa,ENG,1,1616.97265625
95,Burnley,ENG,1,1612.33508301
123,QPR,ENG,1,1576.5255127
125,Hull,ENG,1,1574.50671387
