,Club,Elo
0,Man United,2028.17956543
1,Chelsea,2017.49475098
2,Liverpool,1961.07629395
3,Arsenal,1943.64953613
4,Everton,1849.53601074
5,Aston Villa,1800.69677734
6,Tottenham,1774.37121582
7,Blackburn,1771.83508301
8,Portsmouth,1762.59838867
9,Middlesbrough,1733.80603027
10,Newcastle,1722.6340332
11,Man City,1720.86340332
12,Bolton,1719.41784668
13,West Ham,1714.42468262
14,Wigan,1692.05834961
15,Fulham,1683.3145752
16,Sunderland,1669.41345215
17,West Brom,1630.37255859
18,Hull,1614.02062988
19,Stoke,1607.67785645
