,Club,Country,Level,Elo
34,Zaragoza,ESP,2,1737.37304688
66,Sociedad,ESP,2,1670.59729004
96,Levante,ESP,2,1623.83789062
104,Murcia,ESP,2,1617.77661133
109,Salamanca,ESP,2,1613.9005127
117,Castellon,ESP,2,1603.48962402
120,Hercules,ESP,2,1597.90112305
128,Las Palmas,ESP,2,1594.05639648
129,Albacete,ESP,2,1593.67102051
132,Tarragona,ESP,2,1591.2208252
133,Celta,ESP,2,1590.86218262
145,Xerez,ESP,2,1576.89807129
147,Alaves,ESP,2,1574.51806641
163,Tenerife,ESP,2,1559.53588867
176,Cordoba,ESP,2,1540.72351074
185,Sevilla B,ESP,2,1535.2746582
187,Elche,ESP,2,1534.52124023
190,Alicante,ESP,2,1533.02172852
191,Girona,ESP,2,1533.02172852
192,Huesca,ESP,2,1533.02172852
193,Rayo Vallecano,ESP,2,1533.02172852
206,Eibar,ESP,2,1523.09667969
