,Club,Country,Level,Elo
64,Depor,ESP,2,1667.36096191
77,Mallorca,ESP,2,1658.94604492
92,Zaragoza,ESP,2,1632.50842285
124,Gijon,ESP,2,1579.70056152
125,Girona,ESP,2,1578.67370605
135,Real Madrid B,ESP,2,1564.19335938
136,Las Palmas,ESP,2,1562.59521484
142,Ponferradina,ESP,2,1558.96655273
143,Alcorcon,ESP,2,1558.80029297
162,Numancia,ESP,2,1548.24499512
166,Barcelona B,ESP,2,1546.3392334
177,Hercules,ESP,2,1536.02868652
186,Cordoba,ESP,2,1522.23059082
201,Lugo,ESP,2,1506.07226562
204,Mirandes,ESP,2,1504.60241699
208,Recreativo,ESP,2,1502.73620605
248,Murcia,ESP,2,1472.34143066
259,Alaves,ESP,2,1465.3347168
260,Eibar,ESP,2,1465.3347168
261,Jaen,ESP,2,1465.3347168
262,Tenerife,ESP,2,1465.3347168
268,Sabadell,ESP,2,1460.29992676
