,Club,Elo
0,Las Palmas,1691.09667969
1,Zaragoza,1682.58447266
2,Tenerife,1650.89025879
3,Gijon,1633.32421875
4,Elche,1632.88256836
5,Oviedo,1604.44934082
6,Eibar,1603.18066406
7,Numancia,1586.95373535
8,Poli Ejido,1575.82666016
9,Xerez,1571.49365234
10,Levante,1568.51525879
11,Salamanca,1567.87365723
12,Albacete,1566.20983887
13,Leganes,1565.82580566
14,Murcia,1565.71716309
15,Cordoba,1553.9765625
16,Ferrol,1553.23413086
17,Badajoz,1543.50354004
18,Compostela,1491.73999023
19,Getafe,1491.73999023
20,Almeria,1491.73999023
21,Terrassa,1491.73999023
