,Club,Country,Level,Elo
32,Santander,ESP,2,1742.48583984
38,Oviedo,ESP,2,1726.46203613
47,Atletico,ESP,2,1708.69970703
57,Numancia,ESP,2,1699.63891602
115,Albacete,ESP,2,1615.87072754
120,Gijon,ESP,2,1612.11120605
123,Recreativo,ESP,2,1609.06506348
128,Levante,ESP,2,1603.22192383
133,Extremadura,ESP,2,1594.97912598
138,Salamanca,ESP,2,1587.37719727
149,Leganes,ESP,2,1571.5612793
153,Jaen,ESP,2,1566.11315918
156,Badajoz,ESP,2,1559.9621582
157,Cordoba,ESP,2,1559.4152832
160,Burgos,ESP,2,1558.28894043
161,Poli Ejido,ESP,2,1558.28894043
162,Tarragona,ESP,2,1558.28894043
163,Xerez,ESP,2,1558.28894043
165,Eibar,ESP,2,1555.45605469
171,Ferrol,ESP,2,1549.65588379
180,Elche,ESP,2,1537.85986328
188,Murcia,ESP,2,1533.96582031
