,Rank,Club,Country,Level,Elo
99,100,Norwich,ENG,2,1602.50634766
109,None,Derby,ENG,2,1591.41503906
119,None,Fulham,ENG,2,1583.69140625
157,None,Wigan,ENG,2,1547.46313477
161,None,Reading,ENG,2,1545.9519043
165,None,Blackburn,ENG,2,1542.4864502
172,None,Brighton,ENG,2,1534.39196777
176,None,Cardiff,ENG,2,1533.16796875
183,None,Bolton,ENG,2,1525.7767334
188,None,Ipswich,ENG,2,1515.65515137
190,None,Middlesbrough,ENG,2,1514.96740723
210,None,Watford,ENG,2,1495.12536621
211,None,Bournemouth,ENG,2,1494.13793945
228,None,Forest,ENG,2,1482.8638916
249,None,Sheffield Weds,ENG,2,1465.24328613
263,None,Charlton,ENG,2,1453.04650879
278,None,Leeds,ENG,2,1438.42480469
284,None,Huddersfield,ENG,2,1433.52783203
296,None,Millwall,ENG,2,1427.85974121
307,None,Wolves,ENG,2,1423.99511719
308,None,Brentford,ENG,2,1423.99511719
309,None,Rotherham,ENG,2,1423.99511719
317,None,Birmingham,ENG,2,1417.34619141
343,None,Blackpool,ENG,2,1398.2454834
