,Rank,Club,Country,Level,Elo
79,80,Stoke,ENG,2,1627.82104492
85,86,West Brom,ENG,2,1619.97644043
87,88,Swansea,ENG,2,1617.99145508
127,None,Aston Villa,ENG,2,1567.47692871
139,None,Middlesbrough,ENG,2,1556.67016602
166,None,Derby,ENG,2,1520.45178223
167,None,Brentford,ENG,2,1517.75183105
169,None,Preston,ENG,2,1515.61938477
174,None,Millwall,ENG,2,1508.36206055
183,None,Sheffield Weds,ENG,2,1495.6854248
195,None,Hull,ENG,2,1484.57714844
211,None,Norwich,ENG,2,1473.89135742
218,None,Bristol City,ENG,2,1472.48547363
243,None,Sheffield United,ENG,2,1461.43554688
252,None,Leeds,ENG,2,1454.81359863
258,None,Ipswich,ENG,2,1449.58569336
275,None,QPR,ENG,2,1435.90649414
289,None,Forest,ENG,2,1420.18566895
310,None,Reading,ENG,2,1405.45874023
311,None,Birmingham,ENG,2,1404.98168945
357,None,Blackburn,ENG,2,1374.69848633
358,None,Wigan,ENG,2,1374.69848633
359,None,Rotherham,ENG,2,1374.69848633
380,None,Bolton,ENG,2,1364.7409668
