,Rank,Club,Country,Level,Elo
6,7,Chelsea,ENG,1,1893.43798828
8,9,Man City,ENG,1,1884.95141602
10,11,Arsenal,ENG,1,1853.70495605
16,17,Man United,ENG,1,1812.81335449
24,25,Liverpool,ENG,1,1755.30334473
34,35,Tottenham,ENG,1,1733.15515137
38,39,Southampton,ENG,1,1717.72595215
40,41,Everton,ENG,1,1709.03625488
43,44,Stoke,ENG,1,1700.78381348
55,56,Swansea,ENG,1,1673.08325195
77,78,Crystal Palace,ENG,1,1649.2565918
82,83,West Brom,ENG,1,1638.09326172
84,85,Leicester,ENG,1,1636.09936523
93,94,Norwich,ENG,1,1617.68249512
97,98,West Ham,ENG,1,1609.11865234
100,None,Sunderland,ENG,1,1607.60742188
103,None,Bournemouth,ENG,1,1597.0769043
105,None,Newcastle,ENG,1,1590.09570312
114,None,Aston Villa,ENG,1,1580.3762207
117,None,Watford,ENG,1,1576.56237793
