,Rank,Club,Country,Level,Elo
15,16,Man United,ENG,1,1788.7722168
23,24,Liverpool,ENG,1,1733.42602539
30,31,Newcastle,ENG,1,1722.61047363
47,48,Blackburn,ENG,1,1694.1003418
51,52,Arsenal,ENG,1,1684.609375
61,62,Everton,ENG,1,1670.01403809
63,64,Tottenham,ENG,1,1667.76721191
75,76,Forest,ENG,1,1651.77893066
80,81,Aston Villa,ENG,1,1645.63537598
100,None,Chelsea,ENG,1,1609.00280762
112,None,West Ham,ENG,1,1598.97277832
122,None,Wimbledon,ENG,1,1585.34375
134,None,Leeds,ENG,1,1572.65222168
137,None,Coventry,ENG,1,1567.7878418
141,None,Southampton,ENG,1,1565.6842041
149,None,Sheffield Weds,ENG,1,1558.31750488
180,None,Middlesbrough,ENG,1,1524.12939453
194,None,Sunderland,ENG,1,1514.74243164
197,None,Derby,ENG,1,1513.98950195
217,None,Leicester,ENG,1,1486.60217285
