,Rank,Club,Country,Level,Elo
3,4,Man United,ENG,1,1947.59838867
5,6,Chelsea,ENG,1,1879.3828125
7,8,Arsenal,ENG,1,1832.33312988
10,11,Man City,ENG,1,1808.6361084
13,14,Tottenham,ENG,1,1799.38452148
16,17,Liverpool,ENG,1,1790.42150879
22,23,Everton,ENG,1,1766.40332031
29,30,Fulham,ENG,1,1732.48535156
37,38,Aston Villa,ENG,1,1714.90991211
46,47,Newcastle,ENG,1,1692.80090332
57,58,Stoke,ENG,1,1680.46765137
64,65,Blackburn,ENG,1,1672.13745117
72,73,West Brom,ENG,1,1662.34631348
79,80,Sunderland,ENG,1,1652.68981934
85,86,Bolton,ENG,1,1647.30773926
89,90,Wigan,ENG,1,1640.7479248
99,100,Wolves,ENG,1,1619.73730469
128,None,Swansea,ENG,1,1587.32312012
145,None,QPR,ENG,1,1566.06616211
156,None,Norwich,ENG,1,1555.11853027
