,Rank,Club,Country,Level,Elo
8,9,Man United,ENG,1,1799.97460938
39,40,Aston Villa,ENG,1,1703.48010254
48,49,Arsenal,ENG,1,1679.50732422
49,50,QPR,ENG,1,1676.08276367
50,51,Liverpool,ENG,1,1673.29125977
52,53,Blackburn,ENG,1,1665.85314941
53,54,Sheffield Weds,ENG,1,1664.30554199
54,55,Man City,ENG,1,1663.36169434
58,59,Wimbledon,ENG,1,1658.5032959
60,61,Sheffield United,ENG,1,1655.93005371
64,65,Leeds,ENG,1,1647.66345215
67,68,Tottenham,ENG,1,1643.00927734
77,78,Norwich,ENG,1,1636.97106934
79,80,Everton,ENG,1,1636.08813477
86,87,Chelsea,ENG,1,1623.84680176
99,100,Oldham,ENG,1,1608.17468262
100,None,Southampton,ENG,1,1608.05737305
109,None,Coventry,ENG,1,1596.0802002
121,None,West Ham,ENG,1,1579.52331543
129,None,Ipswich,ENG,1,1572.60229492
138,None,Newcastle,ENG,1,1566.33337402
181,None,Swindon,ENG,1,1518.48815918
