,Rank,Club,Country,Level,Elo
1,2,Arsenal,ENG,1,1903.2043457
7,8,Man United,ENG,1,1850.66540527
9,10,Chelsea,ENG,1,1838.18664551
22,23,Liverpool,ENG,1,1773.29626465
23,24,Newcastle,ENG,1,1770.78222656
52,53,Aston Villa,ENG,1,1707.40441895
57,58,Fulham,ENG,1,1692.62634277
70,71,Bolton,ENG,1,1673.30163574
73,74,Charlton,ENG,1,1664.98071289
75,76,Blackburn,ENG,1,1662.03894043
77,78,Middlesbrough,ENG,1,1659.70080566
78,79,Southampton,ENG,1,1659.44433594
80,81,Man City,ENG,1,1653.60412598
81,82,Birmingham,ENG,1,1651.32995605
87,88,Portsmouth,ENG,1,1640.24365234
89,90,Tottenham,ENG,1,1639.87585449
98,99,Everton,ENG,1,1626.94494629
119,None,Norwich,ENG,1,1598.22827148
168,None,Crystal Palace,ENG,1,1548.5369873
176,None,West Brom,ENG,1,1544.78540039
