,Rank,Club,Country,Level,Elo
3,4,Man United,ENG,1,1859.00964355
12,13,Arsenal,ENG,1,1796.94238281
18,19,Blackburn,ENG,1,1776.24157715
24,25,Newcastle,ENG,1,1761.42138672
25,26,Leeds,ENG,1,1757.82556152
27,28,Sheffield Weds,ENG,1,1747.75939941
40,41,Wimbledon,ENG,1,1723.29284668
51,52,QPR,ENG,1,1688.35437012
55,56,Liverpool,ENG,1,1684.11206055
59,60,Coventry,ENG,1,1672.02783203
60,61,Norwich,ENG,1,1670.34448242
62,63,Chelsea,ENG,1,1666.55578613
63,64,Aston Villa,ENG,1,1666.51330566
66,67,Man City,ENG,1,1659.78808594
71,72,West Ham,ENG,1,1647.55358887
84,85,Tottenham,ENG,1,1631.32397461
86,87,Crystal Palace,ENG,1,1628.3190918
91,92,Southampton,ENG,1,1621.13623047
92,93,Forest,ENG,1,1620.71008301
98,99,Everton,ENG,1,1608.97595215
115,None,Ipswich,ENG,1,1583.34289551
147,None,Leicester,ENG,1,1551.67028809
