,Rank,Club,Country,Level,Elo
1,2,Man United,ENG,1,1890.83483887
7,8,Arsenal,ENG,1,1837.11804199
18,19,Chelsea,ENG,1,1786.4979248
29,30,Leeds,ENG,1,1752.13891602
43,44,Liverpool,ENG,1,1711.82995605
50,51,Sunderland,ENG,1,1694.51977539
68,69,Aston Villa,ENG,1,1659.31005859
72,73,West Ham,ENG,1,1654.88476562
77,78,Leicester,ENG,1,1644.92199707
83,84,Tottenham,ENG,1,1638.80603027
88,89,Derby,ENG,1,1636.19799805
90,91,Sheffield Weds,ENG,1,1634.80297852
95,96,Middlesbrough,ENG,1,1629.0814209
99,100,Coventry,ENG,1,1627.37890625
101,None,Newcastle,ENG,1,1626.98937988
108,None,Everton,ENG,1,1621.63232422
114,None,Southampton,ENG,1,1616.98803711
150,None,Wimbledon,ENG,1,1568.51269531
170,None,Bradford,ENG,1,1546.83679199
206,None,Watford,ENG,1,1513.68383789
