,Rank,Club,Country,Level,Elo
5,6,Chelsea,ENG,1,1909.07751465
6,7,Tottenham,ENG,1,1887.18969727
9,10,Man City,ENG,1,1866.48486328
12,13,Man United,ENG,1,1857.4798584
13,14,Arsenal,ENG,1,1847.96435547
15,16,Liverpool,ENG,1,1837.09350586
24,25,Everton,ENG,1,1750.21777344
37,38,Leicester,ENG,1,1716.67285156
52,53,Southampton,ENG,1,1691.7442627
59,60,West Ham,ENG,1,1672.2331543
62,63,Stoke,ENG,1,1662.29174805
65,66,Bournemouth,ENG,1,1653.4354248
70,71,Swansea,ENG,1,1649.04797363
75,76,West Brom,ENG,1,1644.80932617
78,79,Crystal Palace,ENG,1,1642.5402832
89,90,Burnley,ENG,1,1628.66638184
95,96,Newcastle,ENG,1,1622.85705566
102,None,Watford,ENG,1,1603.34594727
113,None,Brighton,ENG,1,1583.4777832
225,None,Huddersfield,ENG,1,1475.47729492
