,Rank,Club,Country,Level,Elo
2,3,Man City,ENG,1,1973.63330078
6,7,Liverpool,ENG,1,1916.00183105
7,8,Tottenham,ENG,1,1913.52050781
8,9,Man United,ENG,1,1883.6060791
12,13,Chelsea,ENG,1,1835.67578125
13,14,Arsenal,ENG,1,1822.67285156
45,46,Everton,ENG,1,1698.23425293
46,47,Leicester,ENG,1,1696.16967773
50,51,Crystal Palace,ENG,1,1691.62329102
52,53,Burnley,ENG,1,1687.59155273
55,56,Bournemouth,ENG,1,1672.45214844
56,57,West Ham,ENG,1,1672.40441895
57,58,Newcastle,ENG,1,1669.54296875
68,69,Southampton,ENG,1,1652.17260742
75,76,Fulham,ENG,1,1632.47131348
77,78,Brighton,ENG,1,1631.54003906
80,81,Watford,ENG,1,1625.10693359
101,None,Wolves,ENG,1,1591.75073242
118,None,Cardiff,ENG,1,1575.1619873
129,None,Huddersfield,ENG,1,1565.77294922
