Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I2,20/08/2021,19:30,Frosinone,Parma,2,2,D
I2,21/08/2021,17:00,Pordenone,Perugia,0,1,A
I2,21/08/2021,19:30,Cittadella,Vicenza,1,0,H
I2,22/08/2021,17:00,Reggina,Monza,0,0,D
I2,22/08/2021,17:00,Ternana,Brescia,0,2,A
I2,22/08/2021,19:30,Ascoli,Cosenza,1,0,H
I2,22/08/2021,19:30,Benevento,Alessandria,4,3,H
I2,22/08/2021,19:30,Cremonese,Lecce,3,0,H
I2,22/08/2021,19:30,Crotone,Como,2,2,D
I2,22/08/2021,19:30,Pisa,Spal,1,0,H
I2,27/08/2021,17:00,Pisa,Alessandria,2,0,H
I2,27/08/2021,19:30,Brescia,Cosenza,5,1,H
I2,28/08/2021,17:00,Vicenza,Frosinone,0,2,A
I2,28/08/2021,19:30,Perugia,Ascoli,2,3,A
I2,29/08/2021,17:00,Cittadella,Crotone,4,2,H
I2,29/08/2021,19:30,Lecce,Como,1,1,D
I2,29/08/2021,19:30,Monza,Cremonese,1,0,H
I2,29/08/2021,19:30,Parma,Benevento,1,0,H
I2,29/08/2021,19:30,Reggina,Ternana,3,2,H
I2,29/08/2021,19:30,Spal,Pordenone,5,0,H
I2,10/09/2021,19:30,Benevento,Lecce,0,0,D
I2,11/09/2021,13:00,Alessandria,Brescia,1,3,A
I2,11/09/2021,13:00,Como,Ascoli,0,1,A
I2,11/09/2021,13:00,Frosinone,Perugia,0,0,D
I2,11/09/2021,13:00,Spal,Monza,1,1,D
I2,11/09/2021,15:15,Ternana,Pisa,1,4,A
I2,11/09/2021,17:30,Crotone,Reggina,1,1,D
I2,12/09/2021,13:00,Cosenza,Vicenza,2,1,H
I2,12/09/2021,15:15,Cremonese,Cittadella,2,0,H
I2,12/09/2021,19:30,Pordenone,Parma,0,4,A
I2,17/09/2021,17:00,Como,Frosinone,0,2,A
I2,17/09/2021,19:30,Brescia,Crotone,2,2,D
I2,18/09/2021,13:00,Ascoli,Benevento,0,2,A
I2,18/09/2021,13:00,Lecce,Alessandria,3,2,H
I2,18/09/2021,13:00,Monza,Ternana,1,1,D
I2,18/09/2021,13:00,Perugia,Cosenza,1,1,D
I2,18/09/2021,13:00,Reggina,Spal,2,1,H
I2,18/09/2021,15:15,Vicenza,Pisa,1,3,A
I2,18/09/2021,17:30,Cittadella,Pordenone,1,0,H
I2,19/09/2021,19:30,Parma,Cremonese,1,2,A
I2,20/09/2021,19:30,Frosinone,Brescia,2,2,D
I2,21/09/2021,17:00,Alessandria,Ascoli,1,3,A
I2,21/09/2021,17:00,Benevento,Cittadella,4,1,H
I2,21/09/2021,19:30,Cosenza,Como,2,0,H
I2,21/09/2021,19:30,Crotone,Lecce,0,3,A
I2,21/09/2021,19:30,Pisa,Monza,2,1,H
I2,21/09/2021,19:30,Pordenone,Reggina,1,1,D
I2,21/09/2021,19:30,Spal,Vicenza,3,2,H
I2,22/09/2021,17:00,Ternana,Parma,3,1,H
I2,22/09/2021,19:30,Cremonese,Perugia,0,3,A
I2,25/09/2021,13:00,Ascoli,Brescia,2,3,A
I2,25/09/2021,13:00,Cittadella,Lecce,1,2,A
I2,25/09/2021,13:00,Como,Benevento,1,1,D
I2,25/09/2021,13:00,Monza,Pordenone,3,1,H
I2,25/09/2021,15:15,Reggina,Frosinone,0,0,D
I2,25/09/2021,17:30,Cosenza,Crotone,1,0,H
I2,26/09/2021,13:00,Perugia,Alessandria,1,1,D
I2,26/09/2021,15:15,Parma,Pisa,1,1,D
I2,26/09/2021,19:30,Ternana,Spal,1,0,H
I2,26/09/2021,19:30,Vicenza,Cremonese,0,1,A
I2,01/10/2021,19:30,Lecce,Monza,3,0,H
I2,02/10/2021,13:00,Alessandria,Cosenza,1,0,H
I2,02/10/2021,13:00,Cremonese,Ternana,2,0,H
I2,02/10/2021,13:00,Crotone,Ascoli,2,2,D
I2,02/10/2021,13:00,Frosinone,Cittadella,0,1,A
I2,02/10/2021,15:15,Pisa,Reggina,2,0,H
I2,02/10/2021,17:30,Spal,Parma,2,2,D
I2,03/10/2021,13:00,Brescia,Como,2,4,A
I2,03/10/2021,15:15,Pordenone,Vicenza,2,4,A
I2,03/10/2021,19:30,Benevento,Perugia,0,0,D
I2,16/10/2021,13:00,Ascoli,Lecce,1,1,D
I2,16/10/2021,13:00,Crotone,Pisa,2,1,H
I2,16/10/2021,13:00,Pordenone,Ternana,1,3,A
I2,16/10/2021,13:00,Vicenza,Reggina,0,1,A
I2,16/10/2021,15:15,Cosenza,Frosinone,1,1,D
I2,16/10/2021,15:15,Perugia,Brescia,1,0,H
I2,16/10/2021,17:30,Como,Alessandria,2,0,H
I2,17/10/2021,13:00,Cremonese,Benevento,1,1,D
I2,17/10/2021,15:15,Parma,Monza,0,0,D
I2,17/10/2021,19:30,Cittadella,Spal,0,0,D
I2,22/10/2021,19:30,Alessandria,Crotone,1,0,H
I2,23/10/2021,13:00,Benevento,Cosenza,3,0,H
I2,23/10/2021,13:00,Lecce,Perugia,0,0,D
I2,23/10/2021,13:00,Monza,Cittadella,1,0,H
I2,23/10/2021,13:00,Ternana,Vicenza,5,0,H
I2,23/10/2021,15:15,Frosinone,Ascoli,2,1,H
I2,23/10/2021,17:30,Brescia,Cremonese,1,0,H
I2,24/10/2021,13:00,Pisa,Pordenone,1,1,D
I2,24/10/2021,15:15,Reggina,Parma,2,1,H
I2,24/10/2021,19:30,Spal,Como,1,1,D
I2,27/10/2021,17:00,Cosenza,Ternana,3,1,H
I2,27/10/2021,19:30,Vicenza,Monza,1,1,D
I2,28/10/2021,17:00,Alessandria,Frosinone,1,1,D
I2,28/10/2021,17:00,Ascoli,Spal,0,1,A
I2,28/10/2021,17:00,Brescia,Lecce,1,1,D
I2,28/10/2021,19:30,Cittadella,Parma,1,2,A
I2,28/10/2021,19:30,Como,Pordenone,1,0,H
I2,28/10/2021,19:30,Cremonese,Pisa,1,1,D
I2,28/10/2021,19:30,Crotone,Benevento,0,2,A
I2,28/10/2021,19:30,Perugia,Reggina,0,2,A
I2,01/11/2021,11:30,Benevento,Brescia,0,1,A
I2,01/11/2021,14:00,Frosinone,Crotone,2,1,H
I2,01/11/2021,14:00,Lecce,Cosenza,3,1,H
I2,01/11/2021,14:00,Monza,Alessandria,1,0,H
I2,01/11/2021,14:00,Reggina,Cittadella,0,1,A
I2,01/11/2021,14:00,Spal,Perugia,1,2,A
I2,01/11/2021,14:00,Ternana,Como,1,2,A
I2,01/11/2021,17:00,Parma,Vicenza,1,0,H
I2,01/11/2021,17:00,Pisa,Ascoli,1,1,D
I2,01/11/2021,17:00,Pordenone,Cremonese,2,2,D
I2,05/11/2021,19:30,Cosenza,Reggina,0,1,A
I2,06/11/2021,13:00,Alessandria,Ternana,0,2,A
I2,06/11/2021,13:00,Ascoli,Vicenza,2,1,H
I2,06/11/2021,13:00,Como,Perugia,4,1,H
I2,06/11/2021,13:00,Cremonese,Spal,1,1,D
I2,06/11/2021,15:15,Brescia,Pordenone,1,0,H
I2,06/11/2021,17:30,Benevento,Frosinone,1,4,A
I2,07/11/2021,13:00,Lecce,Parma,4,0,H
I2,07/11/2021,15:15,Crotone,Monza,1,1,D
I2,07/11/2021,19:30,Cittadella,Pisa,2,0,H
I2,20/11/2021,13:00,Frosinone,Lecce,0,0,D
I2,20/11/2021,13:00,Pordenone,Ascoli,0,1,A
I2,20/11/2021,13:00,Spal,Alessandria,2,3,A
I2,20/11/2021,13:00,Ternana,Cittadella,1,1,D
I2,20/11/2021,15:15,Perugia,Crotone,2,0,H
I2,20/11/2021,17:30,Vicenza,Brescia,2,3,A
I2,21/11/2021,13:00,Parma,Cosenza,1,1,D
I2,21/11/2021,13:00,Reggina,Cremonese,1,2,A
I2,21/11/2021,15:15,Monza,Como,3,2,H
I2,21/11/2021,19:30,Pisa,Benevento,1,0,H
I2,26/11/2021,17:00,Crotone,Vicenza,0,1,A
I2,26/11/2021,19:30,Lecce,Ternana,3,3,D
I2,27/11/2021,13:00,Alessandria,Cremonese,1,0,H
I2,27/11/2021,13:00,Ascoli,Monza,1,1,D
I2,27/11/2021,13:00,Benevento,Reggina,4,0,H
I2,27/11/2021,13:00,Cosenza,Spal,0,1,A
I2,27/11/2021,13:00,Frosinone,Pordenone,2,2,D
I2,27/11/2021,15:15,Brescia,Pisa,0,1,A
I2,27/11/2021,17:30,Perugia,Cittadella,1,1,D
I2,28/11/2021,19:30,Como,Parma,1,1,D
I2,29/11/2021,19:30,Ternana,Crotone,1,0,H
I2,30/11/2021,17:00,Cremonese,Frosinone,1,1,D
I2,30/11/2021,17:00,Pisa,Perugia,1,1,D
I2,30/11/2021,19:30,Monza,Cosenza,4,1,H
I2,30/11/2021,19:30,Pordenone,Alessandria,2,0,H
I2,30/11/2021,19:30,Reggina,Ascoli,1,2,A
I2,30/11/2021,19:30,Spal,Lecce,1,3,A
I2,30/11/2021,19:30,Vicenza,Benevento,2,3,A
I2,01/12/2021,17:00,Parma,Brescia,0,1,A
I2,01/12/2021,19:30,Cittadella,Como,2,2,D
I2,03/12/2021,19:30,Perugia,Vicenza,1,0,H
I2,04/12/2021,13:00,Benevento,Pordenone,2,1,H
I2,04/12/2021,13:00,Cosenza,Cremonese,0,2,A
I2,04/12/2021,13:00,Crotone,Spal,1,2,A
I2,04/12/2021,13:00,Frosinone,Ternana,1,1,D
I2,04/12/2021,15:15,Lecce,Reggina,2,0,H
I2,05/12/2021,13:00,Ascoli,Parma,0,0,D
I2,05/12/2021,13:00,Como,Pisa,0,1,A
I2,05/12/2021,15:15,Brescia,Monza,0,2,A
I2,05/12/2021,19:30,Alessandria,Cittadella,0,1,A
I2,10/12/2021,17:00,Cremonese,Crotone,3,2,H
I2,10/12/2021,19:30,Ternana,Benevento,0,2,A
I2,11/12/2021,13:00,Cittadella,Ascoli,2,0,H
I2,11/12/2021,13:00,Monza,Frosinone,3,2,H
I2,11/12/2021,13:00,Pordenone,Cosenza,1,1,D
I2,11/12/2021,13:00,Spal,Brescia,0,2,A
I2,11/12/2021,15:15,Pisa,Lecce,1,0,H
I2,12/12/2021,13:00,Parma,Perugia,1,1,D
I2,12/12/2021,15:15,Vicenza,Como,0,1,A
I2,12/12/2021,19:30,Reggina,Alessandria,0,4,A
I2,18/12/2021,13:00,Ascoli,Cremonese,1,4,A
I2,18/12/2021,13:00,Como,Reggina,1,1,D
I2,18/12/2021,13:00,Cosenza,Pisa,0,2,A
I2,18/12/2021,13:00,Crotone,Pordenone,4,1,H
I2,18/12/2021,15:15,Frosinone,Spal,4,0,H
I2,19/12/2021,13:00,Alessandria,Parma,0,2,A
I2,19/12/2021,13:00,Brescia,Cittadella,1,1,D
I2,19/12/2021,15:15,Perugia,Ternana,1,1,D
I2,13/01/2022,19:30,Benevento,Monza,3,1,H
I2,14/01/2022,19:30,Ternana,Ascoli,2,4,A
I2,15/01/2022,13:00,Cremonese,Como,2,0,H
I2,15/01/2022,13:00,Reggina,Brescia,0,2,A
I2,15/01/2022,15:15,Pisa,Frosinone,1,3,A
I2,16/01/2022,15:15,Monza,Perugia,2,2,D
I2,16/01/2022,15:15,Pordenone,Lecce,0,1,A
I2,16/01/2022,15:15,Spal,Benevento,1,1,D
I2,21/01/2022,19:30,Parma,Frosinone,0,1,A
I2,22/01/2022,13:00,Alessandria,Benevento,2,0,H
I2,22/01/2022,13:00,Brescia,Ternana,1,1,D
I2,22/01/2022,13:00,Como,Crotone,1,1,D
I2,22/01/2022,13:00,Cosenza,Ascoli,1,3,A
I2,22/01/2022,13:00,Monza,Reggina,1,0,H
I2,22/01/2022,13:00,Spal,Pisa,0,0,D
I2,22/01/2022,15:15,Perugia,Pordenone,0,1,A
I2,23/01/2022,15:15,Vicenza,Cittadella,3,3,D
I2,23/01/2022,17:30,Lecce,Cremonese,2,1,H
I2,26/01/2022,19:00,Lecce,Vicenza,2,1,H
I2,30/01/2022,13:30,Cittadella,Cosenza,1,1,D
I2,30/01/2022,13:30,Parma,Crotone,1,1,D
I2,30/01/2022,13:30,Vicenza,Alessandria,2,1,H
I2,05/02/2022,13:00,Alessandria,Pisa,1,1,D
