Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I2,23/08/2019,20:00,Pisa,Benevento,0,0,D
I2,24/08/2019,17:00,Crotone,Cosenza,0,0,D
I2,24/08/2019,17:00,Salernitana,Pescara,3,1,H
I2,24/08/2019,20:00,Ascoli,Trapani,3,1,H
I2,24/08/2019,20:00,Cittadella,Spezia,0,3,A
I2,24/08/2019,20:00,Venezia,Cremonese,1,2,A
I2,24/08/2019,20:00,Virtus Entella,Livorno,1,0,H
I2,25/08/2019,17:00,Empoli,Juve Stabia,2,1,H
I2,25/08/2019,20:00,Perugia,Chievo,2,1,H
I2,26/08/2019,20:00,Pordenone,Frosinone,3,0,H
I2,30/08/2019,20:00,Chievo,Empoli,1,1,D
I2,31/08/2019,17:00,Benevento,Cittadella,4,1,H
I2,31/08/2019,17:00,Spezia,Crotone,1,2,A
I2,31/08/2019,20:00,Cosenza,Salernitana,0,1,A
I2,31/08/2019,20:00,Cremonese,Virtus Entella,0,1,A
I2,31/08/2019,20:00,Livorno,Perugia,0,1,A
I2,31/08/2019,20:00,Trapani,Venezia,0,1,A
I2,01/09/2019,17:00,Juve Stabia,Pisa,0,2,A
I2,01/09/2019,17:00,Pescara,Pordenone,4,2,H
I2,01/09/2019,20:00,Frosinone,Ascoli,2,1,H
I2,13/09/2019,20:00,Pordenone,Spezia,1,0,H
I2,14/09/2019,14:00,Ascoli,Livorno,2,0,H
I2,14/09/2019,14:00,Cittadella,Trapani,2,0,H
I2,14/09/2019,14:00,Perugia,Juve Stabia,0,0,D
I2,14/09/2019,14:00,Virtus Entella,Frosinone,1,0,H
I2,14/09/2019,17:00,Venezia,Chievo,0,2,A
I2,15/09/2019,14:00,Cosenza,Pescara,1,2,A
I2,15/09/2019,14:00,Crotone,Empoli,0,0,D
I2,15/09/2019,20:00,Pisa,Cremonese,4,1,H
I2,16/09/2019,20:00,Salernitana,Benevento,0,2,A
I2,20/09/2019,20:00,Frosinone,Venezia,1,1,D
I2,21/09/2019,14:00,Benevento,Cosenza,1,0,H
I2,21/09/2019,14:00,Cremonese,Crotone,2,1,H
I2,21/09/2019,14:00,Empoli,Cittadella,1,0,H
I2,21/09/2019,14:00,Juve Stabia,Ascoli,1,5,A
I2,21/09/2019,14:00,Livorno,Pordenone,2,1,H
I2,21/09/2019,14:00,Pescara,Virtus Entella,1,1,D
I2,21/09/2019,14:00,Spezia,Perugia,2,2,D
I2,21/09/2019,17:00,Chievo,Pisa,2,2,D
I2,22/09/2019,20:00,Trapani,Salernitana,0,1,A
I2,24/09/2019,20:00,Ascoli,Spezia,3,0,H
I2,24/09/2019,20:00,Cittadella,Pescara,2,1,H
I2,24/09/2019,20:00,Cosenza,Livorno,1,1,D
I2,24/09/2019,20:00,Crotone,Juve Stabia,2,0,H
I2,24/09/2019,20:00,Perugia,Frosinone,3,1,H
I2,24/09/2019,20:00,Pisa,Empoli,2,3,A
I2,24/09/2019,20:00,Pordenone,Benevento,1,1,D
I2,24/09/2019,20:00,Virtus Entella,Venezia,0,2,A
I2,25/09/2019,18:00,Trapani,Cremonese,0,0,D
I2,25/09/2019,20:00,Salernitana,Chievo,1,1,D
I2,27/09/2019,20:00,Pescara,Crotone,0,3,A
I2,28/09/2019,14:00,Frosinone,Cosenza,1,1,D
I2,28/09/2019,14:00,Juve Stabia,Cittadella,0,1,A
I2,28/09/2019,14:00,Venezia,Pisa,1,1,D
I2,28/09/2019,17:00,Empoli,Perugia,3,0,H
I2,29/09/2019,14:00,Benevento,Virtus Entella,1,1,D
I2,29/09/2019,14:00,Chievo,Pordenone,1,1,D
I2,29/09/2019,14:00,Spezia,Trapani,2,4,A
I2,29/09/2019,20:00,Livorno,Salernitana,2,3,A
I2,30/09/2019,20:00,Cremonese,Ascoli,1,0,H
I2,04/10/2019,20:00,Perugia,Pisa,1,0,H
I2,05/10/2019,14:00,Cosenza,Venezia,1,1,D
I2,05/10/2019,14:00,Crotone,Virtus Entella,3,1,H
I2,05/10/2019,14:00,Livorno,Chievo,3,4,A
I2,05/10/2019,14:00,Pordenone,Empoli,2,0,H
I2,05/10/2019,14:00,Spezia,Benevento,0,1,A
I2,05/10/2019,17:00,Trapani,Juve Stabia,1,2,A
I2,06/10/2019,14:00,Cremonese,Cittadella,0,2,A
I2,06/10/2019,14:00,Salernitana,Frosinone,1,1,D
I2,06/10/2019,20:00,Ascoli,Pescara,0,2,A
I2,18/10/2019,20:00,Cittadella,Cosenza,1,3,A
