Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I2,12/08/2022,19:45,Parma,Bari,2,2,D
I2,13/08/2022,19:45,Cittadella,Pisa,4,3,H
I2,13/08/2022,19:45,Como,Cagliari,1,1,D
I2,13/08/2022,19:45,Palermo,Perugia,2,0,H
I2,14/08/2022,19:45,Ascoli,Ternana,2,1,H
I2,14/08/2022,19:45,Benevento,Cosenza,0,1,A
I2,14/08/2022,19:45,Brescia,Sudtirol,2,0,H
I2,14/08/2022,19:45,Modena,Frosinone,0,1,A
I2,14/08/2022,19:45,Spal,Reggina,1,3,A
I2,14/08/2022,19:45,Venezia,Genoa,1,2,A
I2,19/08/2022,19:45,Bari,Palermo,1,1,D
I2,20/08/2022,19:45,Ascoli,Spal,1,1,D
I2,20/08/2022,19:45,Genoa,Benevento,0,0,D
I2,20/08/2022,19:45,Perugia,Parma,0,0,D
I2,21/08/2022,19:45,Cagliari,Cittadella,2,1,H
I2,21/08/2022,19:45,Cosenza,Modena,2,1,H
I2,21/08/2022,19:45,Frosinone,Brescia,3,0,H
I2,21/08/2022,19:45,Pisa,Como,2,2,D
I2,21/08/2022,19:45,Sudtirol,Venezia,1,2,A
I2,21/08/2022,19:45,Ternana,Reggina,1,0,H
I2,27/08/2022,19:45,Modena,Ternana,4,1,H
I2,27/08/2022,19:45,Palermo,Ascoli,2,3,A
I2,27/08/2022,19:45,Spal,Cagliari,1,0,H
I2,28/08/2022,19:45,Benevento,Frosinone,2,1,H
I2,28/08/2022,19:45,Cittadella,Venezia,1,1,D
I2,28/08/2022,19:45,Parma,Cosenza,1,0,H
I2,28/08/2022,19:45,Perugia,Bari,1,3,A
I2,28/08/2022,19:45,Pisa,Genoa,0,1,A
I2,28/08/2022,19:45,Reggina,Sudtirol,4,0,H
I2,29/08/2022,19:45,Como,Brescia,0,1,A
I2,02/09/2022,19:30,Cagliari,Modena,1,0,H
I2,03/09/2022,13:00,Ascoli,Cittadella,0,0,D
I2,03/09/2022,13:00,Bari,Spal,2,2,D
I2,03/09/2022,13:00,Brescia,Perugia,2,1,H
I2,03/09/2022,13:00,Frosinone,Como,2,0,H
I2,03/09/2022,13:00,Reggina,Palermo,3,0,H
I2,03/09/2022,13:00,Ternana,Cosenza,1,1,D
I2,03/09/2022,13:00,Venezia,Benevento,0,2,A
I2,03/09/2022,15:15,Genoa,Parma,3,3,D
I2,04/09/2022,15:15,Sudtirol,Pisa,2,1,H
I2,09/09/2022,19:30,Palermo,Genoa,1,0,H
I2,10/09/2022,13:00,Benevento,Cagliari,0,2,A
I2,10/09/2022,13:00,Cittadella,Frosinone,1,0,H
I2,10/09/2022,13:00,Como,Sudtirol,0,2,A
