Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP1,13/08/2021,20:00,Valencia,Getafe,1,0,H
SP1,14/08/2021,18:30,Cadiz,Levante,1,1,D
SP1,14/08/2021,18:30,Mallorca,Betis,1,1,D
SP1,14/08/2021,21:00,Alaves,Real Madrid,1,4,A
SP1,14/08/2021,21:00,Osasuna,Espanol,0,0,D
SP1,15/08/2021,16:30,Celta,Ath Madrid,1,2,A
SP1,15/08/2021,19:00,Barcelona,Sociedad,4,2,H
SP1,15/08/2021,21:15,Sevilla,Vallecano,3,0,H
SP1,16/08/2021,19:00,Villarreal,Granada,0,0,D
SP1,16/08/2021,21:00,Elche,Ath Bilbao,0,0,D
SP1,20/08/2021,20:00,Betis,Cadiz,1,1,D
SP1,21/08/2021,16:00,Alaves,Mallorca,0,1,A
SP1,21/08/2021,18:30,Espanol,Villarreal,0,0,D
SP1,21/08/2021,18:30,Granada,Valencia,1,1,D
SP1,21/08/2021,21:00,Ath Bilbao,Barcelona,1,1,D
SP1,22/08/2021,16:00,Sociedad,Vallecano,1,0,H
SP1,22/08/2021,18:30,Ath Madrid,Elche,1,0,H
SP1,22/08/2021,21:00,Levante,Real Madrid,3,3,D
SP1,23/08/2021,19:00,Getafe,Sevilla,0,1,A
SP1,23/08/2021,21:00,Osasuna,Celta,0,0,D
SP1,27/08/2021,19:00,Mallorca,Espanol,1,0,H
SP1,27/08/2021,21:15,Valencia,Alaves,3,0,H
SP1,28/08/2021,16:00,Celta,Ath Bilbao,0,1,A
SP1,28/08/2021,18:30,Elche,Sevilla,1,1,D
SP1,28/08/2021,18:30,Sociedad,Levante,1,0,H
SP1,28/08/2021,21:00,Betis,Real Madrid,0,1,A
SP1,29/08/2021,16:00,Barcelona,Getafe,2,1,H
SP1,29/08/2021,18:30,Cadiz,Osasuna,2,3,A
SP1,29/08/2021,18:30,Vallecano,Granada,4,0,H
SP1,29/08/2021,21:00,Ath Madrid,Villarreal,2,2,D
SP1,11/09/2021,17:30,Levante,Vallecano,1,1,D
SP1,11/09/2021,20:00,Ath Bilbao,Mallorca,2,0,H
SP1,12/09/2021,13:00,Espanol,Ath Madrid,1,2,A
SP1,12/09/2021,15:15,Osasuna,Valencia,1,4,A
SP1,12/09/2021,17:30,Cadiz,Sociedad,0,2,A
SP1,12/09/2021,20:00,Real Madrid,Celta,5,2,H
SP1,13/09/2021,19:00,Getafe,Elche,0,1,A
SP1,13/09/2021,21:00,Granada,Betis,1,2,A
SP1,17/09/2021,20:00,Celta,Cadiz,1,2,A
SP1,18/09/2021,13:00,Vallecano,Getafe,3,0,H
SP1,18/09/2021,15:15,Ath Madrid,Ath Bilbao,0,0,D
SP1,18/09/2021,17:30,Elche,Levante,1,1,D
SP1,18/09/2021,20:00,Alaves,Osasuna,0,2,A
SP1,19/09/2021,13:00,Mallorca,Villarreal,0,0,D
SP1,19/09/2021,15:15,Sociedad,Sevilla,0,0,D
SP1,19/09/2021,17:30,Betis,Espanol,2,2,D
SP1,19/09/2021,20:00,Valencia,Real Madrid,1,2,A
SP1,20/09/2021,20:00,Barcelona,Granada,1,1,D
SP1,21/09/2021,18:30,Getafe,Ath Madrid,1,2,A
SP1,21/09/2021,21:00,Ath Bilbao,Vallecano,1,2,A
SP1,21/09/2021,21:00,Levante,Celta,0,2,A
SP1,22/09/2021,18:30,Espanol,Alaves,1,0,H
SP1,22/09/2021,18:30,Sevilla,Valencia,3,1,H
SP1,22/09/2021,21:00,Real Madrid,Mallorca,6,1,H
SP1,22/09/2021,21:00,Villarreal,Elche,4,1,H
SP1,23/09/2021,18:30,Granada,Sociedad,2,3,A
SP1,23/09/2021,18:30,Osasuna,Betis,1,3,A
SP1,23/09/2021,21:00,Cadiz,Barcelona,0,0,D
SP1,25/09/2021,13:00,Alaves,Ath Madrid,1,0,H
SP1,25/09/2021,15:15,Valencia,Ath Bilbao,1,1,D
SP1,25/09/2021,17:30,Sevilla,Espanol,2,0,H
SP1,25/09/2021,20:00,Real Madrid,Villarreal,0,0,D
SP1,26/09/2021,13:00,Mallorca,Osasuna,2,3,A
SP1,26/09/2021,15:15,Barcelona,Levante,3,0,H
SP1,26/09/2021,17:30,Sociedad,Elche,1,0,H
SP1,26/09/2021,17:30,Vallecano,Cadiz,3,1,H
SP1,26/09/2021,20:00,Betis,Getafe,2,0,H
SP1,27/09/2021,20:00,Celta,Granada,1,0,H
SP1,01/10/2021,20:00,Ath Bilbao,Alaves,1,0,H
SP1,02/10/2021,13:00,Osasuna,Vallecano,1,0,H
SP1,02/10/2021,15:15,Mallorca,Levante,1,0,H
SP1,02/10/2021,17:30,Cadiz,Valencia,0,0,D
SP1,02/10/2021,20:00,Ath Madrid,Barcelona,2,0,H
SP1,03/10/2021,13:00,Elche,Celta,1,0,H
SP1,03/10/2021,15:15,Espanol,Real Madrid,2,1,H
SP1,03/10/2021,17:30,Getafe,Sociedad,1,1,D
SP1,03/10/2021,17:30,Villarreal,Betis,2,0,H
SP1,03/10/2021,20:00,Granada,Sevilla,1,0,H
SP1,16/10/2021,17:30,Levante,Getafe,0,0,D
SP1,16/10/2021,20:00,Sociedad,Mallorca,1,0,H
SP1,17/10/2021,13:00,Vallecano,Elche,2,1,H
SP1,17/10/2021,15:15,Celta,Sevilla,0,1,A
SP1,17/10/2021,17:30,Villarreal,Osasuna,1,2,A
SP1,17/10/2021,20:00,Barcelona,Valencia,3,1,H
SP1,18/10/2021,18:00,Alaves,Betis,0,1,A
SP1,18/10/2021,20:00,Espanol,Cadiz,2,0,H
SP1,22/10/2021,20:00,Osasuna,Granada,1,1,D
SP1,23/10/2021,13:00,Valencia,Mallorca,2,2,D
SP1,23/10/2021,15:15,Cadiz,Alaves,0,2,A
SP1,23/10/2021,17:30,Elche,Espanol,2,2,D
SP1,23/10/2021,20:00,Ath Bilbao,Villarreal,2,1,H
SP1,24/10/2021,13:00,Sevilla,Levante,5,3,H
SP1,24/10/2021,15:15,Barcelona,Real Madrid,1,2,A
SP1,24/10/2021,17:30,Betis,Vallecano,3,2,H
SP1,24/10/2021,20:00,Ath Madrid,Sociedad,2,2,D
SP1,25/10/2021,20:00,Getafe,Celta,0,3,A
SP1,26/10/2021,18:00,Alaves,Elche,1,0,H
SP1,26/10/2021,20:00,Espanol,Ath Bilbao,1,1,D
SP1,26/10/2021,20:30,Villarreal,Cadiz,3,3,D
SP1,27/10/2021,18:00,Mallorca,Sevilla,1,1,D
SP1,27/10/2021,18:00,Vallecano,Barcelona,1,0,H
SP1,27/10/2021,19:00,Betis,Valencia,4,1,H
SP1,27/10/2021,20:30,Real Madrid,Osasuna,0,0,D
SP1,28/10/2021,18:00,Celta,Sociedad,0,2,A
SP1,28/10/2021,19:00,Granada,Getafe,1,1,D
SP1,28/10/2021,20:30,Levante,Ath Madrid,2,2,D
SP1,30/10/2021,13:00,Elche,Real Madrid,1,2,A
SP1,30/10/2021,15:15,Sevilla,Osasuna,2,0,H
SP1,30/10/2021,17:30,Valencia,Villarreal,2,0,H
SP1,30/10/2021,20:00,Barcelona,Alaves,1,1,D
SP1,31/10/2021,13:00,Cadiz,Mallorca,1,1,D
SP1,31/10/2021,15:15,Ath Madrid,Betis,3,0,H
SP1,31/10/2021,17:30,Getafe,Espanol,2,1,H
