Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG
SP1,19/08/16,La Coruna,Eibar,2,1,H,0
SP1,19/08/16,Malaga,Osasuna,1,1,D,0
SP1,20/08/16,Barcelona,Betis,6,2,H,3
SP1,20/08/16,Granada,Villarreal,1,1,D,0
SP1,20/08/16,Sevilla,Espanol,6,4,H,3
SP1,21/08/16,Ath Madrid,Alaves,1,1,D,0
SP1,21/08/16,Sociedad,Real Madrid,0,3,A,0
SP1,21/08/16,Sp Gijon,Ath Bilbao,2,1,H,0
SP1,22/08/16,Celta,Leganes,0,1,A,0
SP1,22/08/16,Valencia,Las Palmas,2,4,A,2
SP1,26/08/16,Betis,La Coruna,0,0,D,0
SP1,26/08/16,Espanol,Malaga,2,2,D,1
SP1,27/08/16,Eibar,Valencia,1,0,H,0
SP1,27/08/16,Leganes,Ath Madrid,0,0,D,0
SP1,27/08/16,Osasuna,Sociedad,0,2,A,0
SP1,27/08/16,Real Madrid,Celta,2,1,H,0
SP1,28/08/16,Alaves,Sp Gijon,0,0,D,0
SP1,28/08/16,Ath Bilbao,Barcelona,0,1,A,0
SP1,28/08/16,Las Palmas,Granada,5,1,H,1
SP1,28/08/16,Villarreal,Sevilla,0,0,D,0
SP1,09/09/16,Sociedad,Espanol,1,1,D,0
SP1,10/09/16,Barcelona,Alaves,1,2,A,0
SP1,10/09/16,Celta,Ath Madrid,0,4,A,0
SP1,10/09/16,Malaga,Villarreal,0,2,A,0
SP1,10/09/16,Real Madrid,Osasuna,5,2,H,3
SP1,10/09/16,Sevilla,Las Palmas,2,1,H,0
SP1,11/09/16,Granada,Eibar,1,2,A,0
SP1,11/09/16,La Coruna,Ath Bilbao,0,1,A,0
SP1,11/09/16,Sp Gijon,Leganes,2,1,H,2
SP1,11/09/16,Valencia,Betis,2,3,A,0
SP1,16/09/16,Betis,Granada,2,2,D,1
SP1,17/09/16,Ath Madrid,Sp Gijon,5,0,H,3
SP1,17/09/16,Eibar,Sevilla,1,1,D,0
SP1,17/09/16,Las Palmas,Malaga,1,0,H,1
SP1,17/09/16,Leganes,Barcelona,1,5,A,0
SP1,18/09/16,Ath Bilbao,Valencia,2,1,H,2
SP1,18/09/16,Espanol,Real Madrid,0,2,A,0
SP1,18/09/16,Osasuna,Celta,0,0,D,0
SP1,18/09/16,Villarreal,Sociedad,2,1,H,2
SP1,19/09/16,Alaves,La Coruna,0,0,D,0
SP1,20/09/16,Malaga,Eibar,2,1,H,1
SP1,20/09/16,Sevilla,Betis,1,0,H,0
SP1,21/09/16,Barcelona,Ath Madrid,1,1,D,1
SP1,21/09/16,Celta,Sp Gijon,2,1,H,0
SP1,21/09/16,Granada,Ath Bilbao,1,2,A,1
SP1,21/09/16,Real Madrid,Villarreal,1,1,D,0
SP1,21/09/16,Sociedad,Las Palmas,4,1,H,3
SP1,22/09/16,La Coruna,Leganes,1,2,A,1
SP1,22/09/16,Osasuna,Espanol,1,2,A,0
SP1,22/09/16,Valencia,Alaves,2,1,H,1
SP1,23/09/16,Betis,Malaga,1,0,H,1
SP1,24/09/16,Ath Bilbao,Sevilla,3,1,H,1
SP1,24/09/16,Eibar,Sociedad,2,0,H,0
SP1,24/09/16,Las Palmas,Real Madrid,2,2,D,1
SP1,24/09/16,Sp Gijon,Barcelona,0,5,A,0
SP1,25/09/16,Ath Madrid,La Coruna,1,0,H,0
SP1,25/09/16,Espanol,Celta,0,2,A,0
SP1,25/09/16,Leganes,Valencia,1,2,A,1
SP1,25/09/16,Villarreal,Osasuna,3,1,H,3
SP1,26/09/16,Alaves,Granada,3,1,H,0
SP1,30/09/16,Sociedad,Betis,1,0,H,0
SP1,01/10/16,Granada,Leganes,0,1,A,0
SP1,01/10/16,La Coruna,Sp Gijon,2,1,H,1
SP1,01/10/16,Osasuna,Las Palmas,2,2,D,2
SP1,01/10/16,Sevilla,Alaves,2,1,H,0
SP1,02/10/16,Celta,Barcelona,4,3,H,3
SP1,02/10/16,Espanol,Villarreal,0,0,D,0
SP1,02/10/16,Malaga,Ath Bilbao,2,1,H,0
SP1,02/10/16,Real Madrid,Eibar,1,1,D,1
SP1,02/10/16,Valencia,Ath Madrid,0,2,A,0
SP1,14/10/16,Las Palmas,Espanol,0,0,D,0
SP1,15/10/16,Ath Madrid,Granada,7,1,H,2
SP1,15/10/16,Barcelona,La Coruna,4,0,H,3
SP1,15/10/16,Betis,Real Madrid,1,6,A,0
SP1,15/10/16,Leganes,Sevilla,2,3,A,0
SP1,16/10/16,Alaves,Malaga,1,1,D,1
SP1,16/10/16,Ath Bilbao,Sociedad,3,2,H,0
SP1,16/10/16,Sp Gijon,Valencia,1,2,A,1
SP1,16/10/16,Villarreal,Celta,5,0,H,3
SP1,17/10/16,Eibar,Osasuna,2,3,A,2
SP1,21/10/16,Osasuna,Betis,1,2,A,0
SP1,22/10/16,Espanol,Eibar,3,3,D,0
SP1,22/10/16,Granada,Sp Gijon,0,0,D,0
SP1,22/10/16,Sociedad,Alaves,3,0,H,1
SP1,22/10/16,Valencia,Barcelona,2,3,A,0
SP1,23/10/16,Celta,La Coruna,4,1,H,1
SP1,23/10/16,Malaga,Leganes,4,0,H,2
SP1,23/10/16,Real Madrid,Ath Bilbao,2,1,H,1
SP1,23/10/16,Sevilla,Ath Madrid,1,0,H,0
SP1,23/10/16,Villarreal,Las Palmas,2,1,H,0
SP1,28/10/16,Leganes,Sociedad,0,2,A,0
SP1,29/10/16,Alaves,Real Madrid,1,4,A,1
SP1,29/10/16,Ath Madrid,Malaga,4,2,H,3
SP1,29/10/16,Barcelona,Granada,1,0,H,0
SP1,29/10/16,Sp Gijon,Sevilla,1,1,D,1
SP1,30/10/16,Ath Bilbao,Osasuna,1,1,D,1
SP1,30/10/16,Betis,Espanol,0,1,A,0
SP1,30/10/16,Eibar,Villarreal,2,1,H,0
SP1,30/10/16,Las Palmas,Celta,3,3,D,0
SP1,31/10/16,La Coruna,Valencia,1,1,D,1
SP1,04/11/16,Malaga,Sp Gijon,3,2,H,1
SP1,05/11/16,Granada,La Coruna,1,1,D,0
SP1,05/11/16,Las Palmas,Eibar,1,0,H,0
SP1,05/11/16,Osasuna,Alaves,0,1,A,0
SP1,05/11/16,Sociedad,Ath Madrid,2,0,H,0
SP1,06/11/16,Celta,Valencia,2,1,H,1
SP1,06/11/16,Espanol,Ath Bilbao,0,0,D,0
SP1,06/11/16,Real Madrid,Leganes,3,0,H,2
SP1,06/11/16,Sevilla,Barcelona,1,2,A,1
SP1,06/11/16,Villarreal,Betis,2,0,H,1
