,Rank,Club,Country,Level,Elo
122,None,Bielefeld,GER,2,1600.83227539
138,None,Gladbach,GER,2,1580.47827148
140,None,Nuernberg,GER,2,1579.34899902
167,None,Duisburg,GER,2,1553.58117676
174,None,Ulm,GER,2,1543.77087402
190,None,Oberhausen,GER,2,1529.76586914
199,None,Fuerth,GER,2,1512.86608887
208,None,Hannover,GER,2,1504.93164062
210,None,Mainz,GER,2,1504.52758789
220,None,St Pauli,GER,2,1495.55358887
284,None,St Kickers,GER,2,1457.43249512
285,None,Aachen,GER,2,1453.59753418
295,None,Chemnitz,GER,2,1443.56225586
297,None,Waldhof,GER,2,1441.09851074
314,None,Ahlen,GER,2,1428.56896973
315,None,Osnabrueck,GER,2,1428.56896973
316,None,Reutlingen,GER,2,1428.56896973
317,None,Saarbruecken,GER,2,1428.56896973
