,Rank,Club,Country,Level,Elo
104,None,Stuttgart,GER,2,1586.68981934
164,None,Hannover,GER,2,1525.22851562
171,None,Hamburg,GER,2,1513.32116699
184,None,Nuernberg,GER,2,1503.43249512
187,None,Heidenheim,GER,2,1501.63171387
203,None,Bielefeld,GER,2,1489.63037109
211,None,Holstein,GER,2,1483.83569336
224,None,Darmstadt,GER,2,1471.6171875
225,None,Regensburg,GER,2,1471.03405762
252,None,Bochum,GER,2,1442.67260742
253,None,Sandhausen,GER,2,1442.03112793
262,None,St Pauli,GER,2,1435.56298828
265,None,Aue,GER,2,1433.61279297
274,None,Dresden,GER,2,1429.41491699
280,None,Karlsruhe,GER,2,1427.60546875
304,None,Wehen,GER,2,1408.57348633
305,None,Osnabrueck,GER,2,1407.38110352
314,None,Fuerth,GER,2,1399.81933594
