,Rank,Club,Country,Level,Elo
148,None,Duisburg,GER,2,1566.41430664
152,None,Karlsruhe,GER,2,1563.92248535
159,None,Bielefeld,GER,2,1555.17163086
160,None,Aachen,GER,2,1554.37365723
166,None,Cottbus,GER,2,1546.36242676
198,None,Fuerth,GER,2,1520.22546387
242,None,Lautern,GER,2,1486.38500977
247,None,Rostock,GER,2,1482.27453613
287,None,St Pauli,GER,2,1452.81311035
300,None,Koblenz,GER,2,1443.48449707
319,None,Augsburg,GER,2,1436.09631348
320,None,Muenchen 60,GER,2,1434.48046875
344,None,Oberhausen,GER,2,1416.70129395
347,None,FSV Frankfurt,GER,2,1412.60314941
354,None,Paderborn,GER,2,1407.30493164
355,None,Duesseldorf,GER,2,1407.30493164
356,None,Union Berlin,GER,2,1407.30493164
366,None,Ahlen,GER,2,1399.85559082
