,Rank,Club,Country,Level,Elo
56,57,Karlsruhe,GER,2,1685.89807129
69,70,Koeln,GER,2,1666.62121582
102,None,St Pauli,GER,2,1628.78234863
103,None,Bielefeld,GER,2,1627.97412109
133,None,Guetersloh,GER,2,1585.9387207
138,None,Mainz,GER,2,1574.61523438
150,None,Unterhaching,GER,2,1559.44042969
152,None,Duesseldorf,GER,2,1553.89794922
166,None,Cottbus,GER,2,1541.33837891
168,None,Fortuna Koeln,GER,2,1540.65136719
170,None,St Kickers,GER,2,1538.47314453
181,None,Fuerth,GER,2,1527.67529297
201,None,Wattenscheid,GER,2,1511.35229492
211,None,Uerdingen,GER,2,1502.97302246
245,None,Hannover,GER,2,1481.69091797
256,None,Ulm,GER,2,1469.86462402
257,None,Oberhausen,GER,2,1469.86462402
262,None,TeBe,GER,2,1466.79467773
