,Rank,Club,Country,Level,Elo
116,None,Nuernberg,GER,2,1605.12927246
158,None,Mainz,GER,2,1563.60083008
198,None,Duisburg,GER,2,1529.82995605
216,None,Rostock,GER,2,1514.31286621
221,None,Freiburg,GER,2,1510.45410156
225,None,Aachen,GER,2,1505.86462402
246,None,Fuerth,GER,2,1488.12402344
250,None,Lautern,GER,2,1481.91003418
291,None,Koblenz,GER,2,1451.05480957
341,None,St Pauli,GER,2,1419.29162598
344,None,Augsburg,GER,2,1417.61193848
345,None,Wehen,GER,2,1415.24243164
347,None,Muenchen 60,GER,2,1413.13354492
360,None,Osnabrueck,GER,2,1406.13476562
383,None,Ahlen,GER,2,1383.74145508
384,None,FSV Frankfurt,GER,2,1383.74145508
385,None,Ingolstadt,GER,2,1383.74145508
386,None,Oberhausen,GER,2,1383.74145508
