,Rank,Club,Country,Level,Elo
102,None,Duesseldorf,GER,2,1596.32653809
162,None,Hannover,GER,2,1527.45068359
171,None,Heidenheim,GER,2,1520.48242188
172,None,Darmstadt,GER,2,1520.2512207
176,None,Hamburg,GER,2,1514.75952148
193,None,Paderborn,GER,2,1498.22912598
199,None,Bochum,GER,2,1492.61230469
223,None,Holstein,GER,2,1469.51806641
224,None,Sandhausen,GER,2,1469.40563965
240,None,Aue,GER,2,1459.60900879
249,None,Regensburg,GER,2,1456.12475586
250,None,Fuerth,GER,2,1455.55163574
252,None,Nuernberg,GER,2,1454.26586914
264,None,Osnabrueck,GER,2,1442.70288086
273,None,St Pauli,GER,2,1434.2376709
274,None,Karlsruhe,GER,2,1433.8449707
290,None,Braunschweig,GER,2,1425.67126465
291,None,Wuerzburg,GER,2,1425.67126465
