,Rank,Club,Country,Level,Elo
113,None,Nuernberg,GER,2,1588.63366699
129,None,Fuerth,GER,2,1573.40869141
151,None,Lautern,GER,2,1549.99157715
153,None,Braunschweig,GER,2,1549.26257324
159,None,Duesseldorf,GER,2,1546.09472656
213,None,Muenchen 60,GER,2,1490.97473145
215,None,Karlsruhe,GER,2,1490.40820312
226,None,Ingolstadt,GER,2,1485.19104004
233,None,St Pauli,GER,2,1478.68762207
244,None,Union Berlin,GER,2,1471.05749512
247,None,Aalen,GER,2,1467.38427734
251,None,FSV Frankfurt,GER,2,1464.85681152
279,None,Aue,GER,2,1437.29663086
312,None,Bochum,GER,2,1421.74169922
320,None,Sandhausen,GER,2,1415.35888672
345,None,Darmstadt,GER,2,1397.76647949
346,None,Heidenheim,GER,2,1397.76647949
347,None,RB Leipzig,GER,2,1397.76647949
