,Rank,Club,Country,Level,Elo
152,None,Lautern,GER,2,1569.77282715
165,None,Koeln,GER,2,1555.8182373
214,None,Duisburg,GER,2,1510.68103027
222,None,Freiburg,GER,2,1501.83227539
223,None,Fuerth,GER,2,1499.72473145
254,None,Karlsruhe,GER,2,1478.45153809
261,None,Aue,GER,2,1470.47302246
272,None,Muenchen 60,GER,2,1461.84228516
282,None,Rostock,GER,2,1455.74609375
293,None,Burghausen,GER,2,1447.92883301
331,None,Paderborn,GER,2,1422.68334961
336,None,Offenbach,GER,2,1421.14208984
352,None,Unterhaching,GER,2,1404.88659668
376,None,Braunschweig,GER,2,1389.18127441
380,None,Essen,GER,2,1385.28137207
381,None,Augsburg,GER,2,1385.28137207
382,None,Jena,GER,2,1385.28137207
383,None,Koblenz,GER,2,1385.28137207
