,Rank,Club,Country,Level,Elo
70,71,Freiburg,GER,2,1652.75244141
110,None,Duesseldorf,GER,2,1604.17712402
121,None,Frankfurt,GER,2,1592.14282227
127,None,Mainz,GER,2,1587.57714844
131,None,Unterhaching,GER,2,1582.00109863
138,None,St Pauli,GER,2,1576.53942871
166,None,Uerdingen,GER,2,1548.98950195
167,None,St Kickers,GER,2,1548.82885742
173,None,Meppen,GER,2,1539.96557617
188,None,Lok Leipzig,GER,2,1526.04150391
199,None,Guetersloh,GER,2,1511.53283691
200,None,Jena,GER,2,1511.18945312
204,None,Fortuna Koeln,GER,2,1507.10302734
223,None,Wattenscheid,GER,2,1488.73413086
224,None,Zwickau,GER,2,1488.72595215
231,None,Fuerth,GER,2,1484.71899414
234,None,Cottbus,GER,2,1481.59301758
243,None,Nuernberg,GER,2,1478.02624512
