,Rank,Club,Country,Level,Elo
120,None,Hamburg,GER,2,1572.49584961
143,None,Koeln,GER,2,1551.8112793
210,None,Darmstadt,GER,2,1474.2779541
219,None,Holstein,GER,2,1472.42199707
234,None,Union Berlin,GER,2,1466.74926758
239,None,Ingolstadt,GER,2,1463.69128418
262,None,Bochum,GER,2,1445.18139648
263,None,Bielefeld,GER,2,1443.66442871
290,None,St Pauli,GER,2,1420.13537598
292,None,Heidenheim,GER,2,1417.63330078
299,None,Sandhausen,GER,2,1413.34790039
300,None,Duisburg,GER,2,1413.22924805
305,None,Fuerth,GER,2,1408.7689209
307,None,Regensburg,GER,2,1407.47119141
326,None,Dresden,GER,2,1394.61889648
346,None,Aue,GER,2,1378.28796387
385,None,Magdeburg,GER,2,1358.57739258
386,None,Paderborn,GER,2,1358.57739258
