,Rank,Club,Country,Level,Elo
78,79,Freiburg,GER,2,1648.51965332
147,None,Lautern,GER,2,1545.73071289
152,None,Paderborn,GER,2,1543.55627441
173,None,Karlsruhe,GER,2,1525.18249512
198,None,Nuernberg,GER,2,1502.24353027
230,None,Braunschweig,GER,2,1477.46606445
234,None,Union Berlin,GER,2,1475.47070312
245,None,RB Leipzig,GER,2,1464.4954834
247,None,Fuerth,GER,2,1464.16943359
250,None,Duesseldorf,GER,2,1462.6529541
254,None,Sandhausen,GER,2,1457.25952148
260,None,Bochum,GER,2,1453.05395508
261,None,Heidenheim,GER,2,1452.5838623
274,None,St Pauli,GER,2,1446.05065918
294,None,Muenchen 60,GER,2,1430.43566895
308,None,FSV Frankfurt,GER,2,1419.09484863
342,None,Bielefeld,GER,2,1394.11535645
355,None,Duisburg,GER,2,1383.56787109
