,Rank,Club,Country,Level,Elo
106,None,Frankfurt,GER,2,1610.7401123
132,None,Bochum,GER,2,1585.45532227
135,None,Fuerth,GER,2,1581.97473145
143,None,Duesseldorf,GER,2,1570.03625488
146,None,St Pauli,GER,2,1564.27062988
149,None,Cottbus,GER,2,1562.40026855
181,None,Muenchen 60,GER,2,1529.73413086
195,None,Duisburg,GER,2,1518.61828613
207,None,Aue,GER,2,1508.59924316
247,None,Aachen,GER,2,1480.29138184
261,None,Paderborn,GER,2,1470.13354492
267,None,Ingolstadt,GER,2,1465.70605469
274,None,Union Berlin,GER,2,1459.34985352
285,None,Braunschweig,GER,2,1448.0300293
289,None,Karlsruhe,GER,2,1444.12390137
327,None,FSV Frankfurt,GER,2,1419.49267578
333,None,Dresden,GER,2,1413.31030273
334,None,Rostock,GER,2,1412.14416504
