,Rank,Club,Country,Level,Elo
163,None,Muenchen 60,GER,2,1551.63293457
173,None,Frankfurt,GER,2,1547.22460938
215,None,Koeln,GER,2,1507.45898438
216,None,Fuerth,GER,2,1507.20141602
217,None,Cottbus,GER,2,1507.00036621
254,None,Duisburg,GER,2,1474.43041992
269,None,Aachen,GER,2,1467.27783203
289,None,Oberhausen,GER,2,1455.69567871
302,None,Trier,GER,2,1446.04943848
303,None,Burghausen,GER,2,1445.97729492
305,None,Aue,GER,2,1444.72839355
309,None,Ahlen,GER,2,1441.83630371
338,None,Karlsruhe,GER,2,1418.46472168
356,None,Unterhaching,GER,2,1403.22351074
386,None,Essen,GER,2,1387.80627441
387,None,Dresden,GER,2,1387.80627441
388,None,Erfurt,GER,2,1387.80627441
389,None,Saarbruecken,GER,2,1387.80627441
