,Rank,Club,Country,Level,Elo
6,7,Bayern,GER,1,1867.23547363
11,12,Leverkusen,GER,1,1822.44641113
40,41,Hamburg,GER,1,1716.30322266
57,58,Werder,GER,1,1682.76000977
63,64,Muenchen 60,GER,1,1671.74377441
64,65,Lautern,GER,1,1669.80236816
66,67,Wolfsburg,GER,1,1667.57897949
69,70,Hertha,GER,1,1663.23840332
79,80,Stuttgart,GER,1,1650.60595703
83,84,Dortmund,GER,1,1646.18920898
84,85,Frankfurt,GER,1,1643.06359863
98,99,Rostock,GER,1,1631.68359375
101,None,Schalke,GER,1,1626.21191406
104,None,Unterhaching,GER,1,1623.5222168
109,None,Freiburg,GER,1,1618.09973145
132,None,Bochum,GER,1,1587.32458496
137,None,Koeln,GER,1,1580.97705078
172,None,Cottbus,GER,1,1547.34692383
